McCabeCyclomaticComplexity,LinesOfCodeInCallable,NumberOfLambdaExpressionsInCallable,NumberOfMethodReferencesPerCallable,AverageNumberOfAddedLines,MaxNumberOfAddedLines,Age,AverageTimeBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,TimePassedSinceTheLastChange,Severity
6,26,1,1,8.5,35,2044,253,3,27,57.0,8,0,8,5.125,19,271.2857142857143,7,13.625,45,0,7,16,1
1,4,0,1,5.0,5,658,0,0,5,104.0,1,0,1,0.0,0,1118.0,1,5.0,5,0,1,658,0
1,3,0,0,4.0,4,347,0,0,4,24.0,1,0,1,0.0,0,1626.0,1,4.0,4,0,1,347,0
1,3,0,0,4.0,4,2394,0,0,4,8.0,1,0,1,0.0,0,933.0,1,4.0,4,0,1,2394,0
1,3,0,0,3.0,4,2139,96,0,4,40.0,2,0,2,1.0,2,365.5,2,4.0,4,0,1,1946,0
2,8,0,0,9.0,9,885,0,1,9,61.0,1,0,1,0.0,0,585.0,1,9.0,9,0,1,885,0
1,3,0,0,4.0,4,1222,0,0,4,84.0,1,0,1,0.0,0,1300.0,1,4.0,4,0,1,1222,0
2,6,0,0,3.6666666666666665,8,1584,474,0,7,40.0,3,0,3,1.3333333333333333,3,1657.3333333333333,3,5.0,8,0,5,161,0
1,3,0,0,4.0,4,567,0,0,4,26.0,1,0,1,0.0,0,295.0,1,4.0,4,0,2,567,0
1,3,0,0,4.0,4,1011,0,0,4,48.0,1,0,1,0.0,0,271.0,1,4.0,4,0,2,1011,0
4,14,0,0,15.0,15,1262,0,0,15,71.0,1,0,1,0.0,0,160.0,1,15.0,15,0,1,1262,0
1,3,0,0,4.0,4,1135,0,0,4,94.0,1,0,1,0.0,0,33.0,1,4.0,4,1,1,1135,0
3,14,0,0,8.0,15,2114,672,0,15,35.0,2,0,2,0.5,1,5267.5,2,8.5,15,0,2,770,0
1,3,0,0,4.0,4,831,0,0,4,55.0,1,0,1,0.0,0,3829.0,1,4.0,4,0,1,831,0
1,3,0,0,4.0,4,50,0,0,4,29.0,1,0,1,0.0,0,1718.0,1,4.0,4,0,1,50,0
1,3,0,0,4.0,7,3392,2,0,4,67.5,2,0,2,2.0,4,6505.0,1,6.0,7,0,1,3387,0
2,3,0,0,4.0,4,2463,0,0,4,99.0,1,0,1,0.0,0,67.0,1,4.0,4,0,1,2463,0
1,3,0,0,2.8333333333333335,4,2724,319,0,5,80.66666666666667,6,0,5,2.0,3,885.6666666666666,3,4.833333333333333,6,1,1,805,0
1,3,0,0,4.0,4,1008,0,0,4,21.0,1,0,1,0.0,0,161.0,1,4.0,4,0,1,1008,0
1,5,0,0,3.6666666666666665,9,422,51,0,6,34.666666666666664,3,0,3,1.6666666666666667,4,898.6666666666666,3,5.333333333333333,9,1,3,268,0
1,3,0,0,4.0,4,1205,0,0,4,60.0,1,0,1,0.0,0,1459.0,1,4.0,4,0,1,1205,0
1,3,0,0,4.0,4,2089,0,0,4,65.0,1,0,1,0.0,0,44.0,1,4.0,4,0,1,2089,0
1,3,0,0,4.0,4,1011,0,0,4,14.0,1,0,1,0.0,0,216.0,1,4.0,4,0,1,1011,0
1,4,0,0,5.0,5,154,0,0,5,35.0,1,0,1,0.0,0,61.0,1,5.0,5,0,1,154,0
1,3,0,0,4.0,4,1424,0,0,4,4.0,1,0,1,0.0,0,6.0,1,4.0,4,0,1,1424,0
7,37,0,0,50.0,50,3275,0,0,50,62.0,1,0,1,0.0,0,276.0,1,50.0,50,0,1,3275,0
1,3,0,0,5.0,5,2829,0,1,5,66.0,1,0,1,0.0,0,614.0,1,5.0,5,0,1,2829,0
10,31,0,0,11.0,39,3240,366,1,38,44.5,8,1,7,6.25,37,406.0,4,17.25,71,0,5,305,1
1,3,0,0,4.0,4,2981,0,0,4,60.0,1,0,1,0.0,0,888.0,1,4.0,4,0,1,2981,0
1,3,0,0,4.0,4,435,0,0,4,38.0,1,0,1,0.0,0,109.0,1,4.0,4,0,1,435,0
1,3,0,0,4.0,4,480,0,0,4,127.0,1,0,1,0.0,0,1097.0,1,4.0,4,0,1,480,0
1,3,0,0,4.0,4,35,0,0,4,49.0,1,0,1,0.0,0,1236.0,1,4.0,4,0,1,35,0
1,3,0,0,4.0,4,2523,0,1,4,70.0,1,0,1,0.0,0,233.0,1,4.0,4,0,1,2523,0
3,10,0,0,3.0,7,3875,66,1,11,145.0,6,0,6,1.1666666666666667,3,979.5,2,4.166666666666667,9,0,4,3478,0
1,3,0,0,4.0,4,410,0,0,4,56.0,1,0,1,0.0,0,5990.0,1,4.0,4,0,1,410,0
2,3,0,0,6.0,6,1105,0,0,6,11.0,1,0,1,0.0,0,164.0,1,6.0,6,0,1,1105,0
5,15,0,0,10.0,15,728,0,0,18,86.5,2,0,1,1.0,2,91.0,1,11.0,17,1,2,728,0
3,24,0,0,14.0,27,664,42,0,28,54.5,2,0,2,0.0,0,22.0,1,14.0,27,0,1,580,0
1,3,0,0,3.0,4,1008,12,0,4,29.5,2,0,2,1.0,2,188.5,2,4.0,4,0,2,983,0
4,12,0,0,13.0,13,407,0,0,13,50.0,1,0,1,0.0,0,1242.0,1,13.0,13,0,2,407,0
1,3,0,0,4.0,4,3326,0,0,4,322.0,1,0,1,0.0,0,1274.0,1,4.0,4,0,1,3326,0
1,3,0,0,15.0,18,1194,77,0,15,79.0,2,0,2,7.5,15,3829.0,1,22.5,27,1,2,1040,0
1,9,3,0,3.375,9,1059,13,0,14,29.0,8,0,8,1.625,3,779.3333333333334,3,5.0,9,0,8,948,0
1,3,0,0,4.0,4,840,0,0,4,19.0,1,0,1,0.0,0,22.0,1,4.0,4,0,1,840,0
17,68,0,0,42.0,56,4129,127,0,71,51.5,2,0,2,6.5,13,3829.0,1,48.5,56,0,2,3875,2
1,3,0,0,4.0,4,4129,0,0,4,12.0,1,0,1,0.0,0,3829.0,1,4.0,4,0,1,4129,0
1,3,0,0,4.0,4,2450,0,0,4,91.0,1,0,1,0.0,0,640.0,1,4.0,4,0,1,2450,0
1,3,0,0,4.0,4,267,0,0,4,45.0,1,0,1,0.0,0,193.0,1,4.0,4,1,1,267,0
1,3,0,0,4.0,4,1010,0,0,4,57.0,1,0,1,0.0,0,107.0,1,4.0,4,0,1,1010,0
1,3,0,0,4.0,4,1332,0,0,4,20.0,1,0,1,0.0,0,14.0,1,4.0,4,0,1,1332,0
3,13,0,0,14.0,14,1638,0,0,14,42.0,1,0,1,0.0,0,30.0,1,14.0,14,0,2,1638,0
2,9,0,0,10.0,10,416,0,0,10,22.0,1,0,1,0.0,0,5990.0,1,10.0,10,0,1,416,0
4,18,0,0,19.0,19,187,0,0,19,107.0,1,0,1,0.0,0,1112.0,1,19.0,19,0,5,187,0
1,3,0,0,4.0,4,5326,0,0,4,186.0,1,0,1,0.0,0,2598.0,1,4.0,4,0,1,5326,0
3,11,0,0,8.0,30,832,91,2,11,47.111111111111114,9,0,7,6.777777777777778,34,1345.0,4,14.777777777777779,50,1,4,7,0
4,11,0,0,6.5,12,2103,871,0,12,312.5,2,0,2,0.5,1,1489.5,2,7.0,12,0,2,360,0
4,14,0,0,16.0,16,635,0,0,16,65.0,1,0,1,0.0,0,8.0,1,16.0,16,0,1,635,0
2,18,0,0,15.5,26,1010,21,0,26,55.5,2,0,2,2.5,5,107.0,1,18.0,26,0,1,968,0
2,13,0,0,16.0,16,18,0,0,16,29.0,1,0,1,0.0,0,196.0,1,16.0,16,0,1,18,0
1,3,0,0,4.0,4,335,0,0,4,43.0,1,0,1,0.0,0,799.0,1,4.0,4,0,1,335,0
3,10,0,0,16.0,16,1882,0,0,16,14.0,1,0,1,0.0,0,2142.0,1,16.0,16,0,2,1882,0
4,13,0,0,7.5,14,2842,390,1,14,54.5,2,0,2,0.5,1,656.0,1,8.0,14,0,2,2062,0
1,5,0,0,2.3333333333333335,5,777,118,0,6,55.333333333333336,3,0,3,0.3333333333333333,1,2093.0,2,2.6666666666666665,5,0,2,422,0
1,3,0,0,2.5,4,3202,70,0,4,42.0,2,0,2,0.5,1,1819.0,1,3.0,4,0,1,3062,0
1,12,0,0,16.0,16,1008,0,0,16,21.0,1,0,1,0.0,0,161.0,1,16.0,16,0,1,1008,0
1,3,0,0,4.0,4,696,0,0,4,53.0,1,0,1,0.0,0,5.0,1,4.0,4,0,2,696,0
1,3,0,0,4.0,4,4129,0,0,4,12.0,1,0,1,0.0,0,3829.0,1,4.0,4,0,1,4129,0
1,3,0,0,5.0,5,877,0,0,5,99.0,1,0,1,0.0,0,707.0,1,5.0,5,0,1,877,0
1,5,0,0,15.0,15,7,0,0,15,23.0,1,0,1,0.0,0,3.0,1,15.0,15,0,1,7,0
1,5,0,0,6.0,6,1145,0,0,6,275.0,1,0,1,0.0,0,4681.0,1,6.0,6,0,2,1145,0
1,3,0,0,4.0,4,1506,0,0,4,66.0,1,0,1,0.0,0,3872.0,1,4.0,4,1,1,1506,0
1,3,0,0,2.5,4,2726,594,0,5,103.75,4,0,4,1.25,2,1186.6666666666667,3,3.75,4,0,2,350,0
1,3,0,0,4.0,4,261,0,0,4,43.0,1,0,1,0.0,0,37.0,1,4.0,4,0,1,261,0
1,5,0,0,6.0,6,4129,0,0,6,12.0,1,0,1,0.0,0,3829.0,1,6.0,6,0,1,4129,0
1,3,0,0,4.0,4,3595,0,0,4,44.0,1,0,1,0.0,0,1758.0,1,4.0,4,0,1,3595,0
3,12,0,0,13.0,13,123,0,0,13,41.0,1,0,1,0.0,0,65.0,1,13.0,13,0,1,123,0
1,3,0,0,2.5,4,3788,187,0,4,13.0,2,0,2,0.5,1,4892.0,1,3.0,4,0,1,3414,0
5,9,0,0,6.5,10,447,6,0,11,41.5,2,0,2,1.0,2,91.0,1,7.5,10,0,1,435,1
1,3,0,0,4.0,4,132,0,0,4,63.0,1,0,1,0.0,0,87.0,1,4.0,4,0,1,132,0
4,12,0,0,13.0,13,1135,0,0,13,94.0,1,0,1,0.0,0,33.0,1,13.0,13,1,1,1135,0
1,3,0,0,4.0,4,5591,0,0,4,78.0,1,0,1,0.0,0,2135.0,1,4.0,4,0,1,5591,0
1,3,0,0,4.0,4,17,0,0,4,26.0,1,0,1,0.0,0,515.0,1,4.0,4,0,2,17,0
2,6,0,0,7.0,7,4240,0,0,7,48.0,1,0,1,0.0,0,1280.0,1,7.0,7,0,1,4240,0
1,2,0,0,2.0,2,72,0,0,2,54.0,1,0,1,0.0,0,267.0,1,2.0,2,0,1,72,0
2,6,0,0,7.0,7,4703,0,0,7,21.0,1,0,1,0.0,0,60.0,1,7.0,7,0,1,4703,0
1,3,0,0,5.0,9,3985,1649,0,7,51.0,2,0,2,1.5,3,5173.0,1,6.5,9,0,1,686,0
1,3,0,0,4.0,4,4239,0,1,4,25.0,1,0,1,0.0,0,192.0,1,4.0,4,0,1,4239,0
1,3,0,0,4.0,4,1822,0,0,4,114.0,1,0,1,0.0,0,960.0,1,4.0,4,0,3,1822,0
1,3,0,0,2.6666666666666665,4,5802,629,0,4,29.333333333333332,3,0,3,1.3333333333333333,2,4001.5,2,4.0,4,1,1,3913,0
1,3,0,0,4.0,4,35,0,0,4,60.0,1,0,1,0.0,0,443.0,1,4.0,4,0,1,35,0
1,3,0,0,4.0,4,1058,0,0,4,36.0,1,0,1,0.0,0,366.0,1,4.0,4,0,1,1058,0
1,6,0,0,7.0,7,496,0,0,7,98.0,1,0,1,0.0,0,61.0,1,7.0,7,0,1,496,0
1,3,0,0,4.0,4,66,0,0,4,46.0,1,0,1,0.0,0,3.0,1,4.0,4,0,1,66,0
2,5,0,0,6.0,6,1363,0,0,6,14.0,1,0,1,0.0,0,258.0,1,6.0,6,0,1,1363,0
2,5,0,0,4.333333333333333,7,5145,825,1,7,29.333333333333332,3,0,3,2.0,5,1150.6666666666667,3,6.333333333333333,10,0,2,2668,0
1,6,0,0,7.0,7,2947,0,0,7,26.0,1,0,1,0.0,0,4892.0,1,7.0,7,0,1,2947,0
1,3,0,0,4.0,4,639,0,0,4,61.0,1,0,1,0.0,0,155.0,1,4.0,4,0,2,639,0
1,4,0,0,3.5,5,1135,276,0,5,36.0,2,0,2,1.0,2,159.5,2,4.5,5,0,3,582,0
1,6,0,0,4.5,8,221,16,0,8,47.5,2,0,2,0.5,1,1009.0,1,5.0,8,0,1,189,0
2,13,0,0,10.0,19,2279,140,0,19,76.5,2,0,2,0.5,1,29.5,2,10.5,19,0,2,1999,0
1,3,1,0,3.0,4,680,0,0,4,41.0,2,0,1,1.0,2,1030.0,1,4.0,4,0,2,680,0
2,3,0,0,4.0,4,2194,0,0,4,67.0,1,0,1,0.0,0,3829.0,1,4.0,4,0,1,2194,0
1,3,0,0,4.0,4,1744,0,0,4,37.0,1,0,1,0.0,0,133.0,1,4.0,4,0,1,1744,0
1,3,0,0,4.0,4,61,0,0,4,78.0,1,0,1,0.0,0,138.0,1,4.0,4,0,1,61,0
5,13,0,0,7.5,14,23,0,1,14,88.0,2,0,2,0.5,1,1701.0,1,8.0,14,0,1,22,0
1,3,0,0,3.5,6,1180,66,0,6,48.0,2,0,2,0.5,1,939.0,1,4.0,6,0,1,1047,0
3,14,0,0,5.0,14,4129,220,1,15,49.75,4,0,4,1.25,2,3829.0,1,6.25,14,1,2,3249,0
1,4,0,0,7.0,7,1620,0,0,7,36.0,1,0,1,0.0,0,231.0,1,7.0,7,0,2,1620,0
1,5,0,0,6.0,6,2872,0,0,6,54.0,1,0,1,0.0,0,2368.0,1,6.0,6,0,1,2872,0
1,3,0,0,4.0,4,4912,0,0,4,64.0,1,0,1,0.0,0,582.0,1,4.0,4,1,2,4912,0
4,11,0,0,2.6666666666666665,5,1663,103,0,12,62.333333333333336,6,0,6,0.6666666666666666,1,661.0,2,3.3333333333333335,6,0,2,1040,0
17,61,0,0,77.0,77,2393,0,0,77,167.0,1,0,1,0.0,0,184.0,1,77.0,77,1,9,2393,3
1,3,0,0,4.0,4,3034,0,0,4,72.0,1,0,1,0.0,0,7553.0,1,4.0,4,0,1,3034,0
1,8,0,0,13.5,14,1067,242,1,16,49.0,2,0,2,5.5,11,207.5,2,19.0,25,1,2,582,0
1,3,0,0,4.0,4,1825,0,1,4,342.0,1,0,1,0.0,0,146.0,1,4.0,4,0,1,1825,0
1,3,0,0,4.0,4,426,0,0,4,98.0,1,0,1,0.0,0,1048.0,1,4.0,4,0,1,426,0
1,3,0,0,4.0,4,3010,0,0,4,12.0,1,0,1,0.0,0,51.0,1,4.0,4,0,1,3010,0
2,7,0,0,8.0,8,3359,0,0,8,564.0,1,0,1,0.0,0,23630.0,1,8.0,8,0,1,3359,0
2,6,0,0,7.0,7,4777,0,0,7,23.0,1,0,1,0.0,0,981.0,1,7.0,7,0,2,4777,0
1,3,0,0,5.0,5,2741,0,0,5,40.0,1,0,1,0.0,0,444.0,1,5.0,5,0,1,2741,0
1,3,0,0,3.0,4,2947,1183,0,4,35.5,2,0,2,1.0,2,12.0,2,4.0,4,0,1,580,0
1,3,0,0,4.0,4,70,0,0,4,55.0,1,0,1,0.0,0,4020.0,1,4.0,4,1,3,70,0
1,3,0,0,2.0,3,5047,525,0,4,27.333333333333332,3,0,3,0.6666666666666666,1,4892.0,1,2.6666666666666665,4,0,1,3471,0
1,6,0,0,10.0,10,1687,0,0,10,65.0,1,0,1,0.0,0,3474.0,1,10.0,10,0,1,1687,0
1,3,0,0,4.0,4,267,0,0,4,45.0,1,0,1,0.0,0,193.0,1,4.0,4,1,1,267,0
4,20,0,0,15.333333333333334,24,1266,4,0,21,39.0,3,0,3,8.333333333333334,19,201.5,2,23.666666666666668,32,0,3,1254,0
1,3,0,0,4.0,4,343,0,0,4,51.0,1,0,1,0.0,0,793.0,1,4.0,4,0,1,343,0
1,3,0,0,2.5,4,3557,16,0,4,51.5,2,0,2,0.5,1,1448.0,1,3.0,4,0,1,3524,0
1,3,0,0,4.0,4,2878,0,0,4,60.0,1,0,1,0.0,0,1377.0,1,4.0,4,0,1,2878,0
4,14,0,0,6.0,16,724,35,0,17,87.66666666666667,3,0,3,0.3333333333333333,1,2002.0,2,6.333333333333333,16,0,4,618,0
1,3,0,0,2.5,4,1877,22,0,4,73.0,2,0,2,0.5,1,76.5,2,3.0,4,0,2,1833,0
1,3,0,0,4.0,4,965,0,0,4,108.0,1,0,1,0.0,0,80.0,1,4.0,4,0,1,965,0
1,3,0,0,4.0,4,376,0,0,4,96.0,1,0,1,0.0,0,48.0,1,4.0,4,0,1,376,0
1,3,0,0,4.0,4,1082,0,0,4,21.0,1,0,1,0.0,0,28.0,1,4.0,4,0,1,1082,0
4,23,0,0,27.0,27,1007,0,0,27,14.0,1,0,1,0.0,0,99.0,1,27.0,27,0,1,1007,0
2,4,0,0,5.0,5,1152,0,0,5,35.0,1,0,1,0.0,0,312.0,1,5.0,5,0,1,1152,0
2,8,0,0,9.0,9,160,0,0,9,44.0,1,0,1,0.0,0,1758.0,1,9.0,9,0,2,160,0
5,15,0,0,17.0,17,4475,0,0,17,65.0,1,0,1,0.0,0,598.0,1,17.0,17,0,2,4475,0
1,24,0,0,8.2,13,4426,361,2,27,58.8,5,0,5,2.8,11,6091.0,2,11.0,21,2,2,2619,0
1,4,0,0,3.0,5,1524,193,0,5,48.5,2,0,2,0.5,1,268.5,2,3.5,5,0,2,1138,0
3,10,0,1,5.0,21,1115,88,1,19,40.44444444444444,9,0,9,2.888888888888889,14,409.25,8,7.888888888888889,21,0,8,323,0
1,7,0,0,5.0,9,144,49,0,9,54.5,2,0,2,0.5,1,3290.0,2,5.5,9,1,2,45,0
2,6,0,0,7.0,7,1481,0,0,7,44.0,1,0,1,0.0,0,240.0,1,7.0,7,0,1,1481,0
1,3,0,0,4.0,4,317,0,0,4,67.0,1,0,1,0.0,0,19.0,1,4.0,4,0,2,317,0
1,3,0,0,4.0,4,337,0,0,4,20.0,1,0,1,0.0,0,588.0,1,4.0,4,0,1,337,0
1,12,0,0,16.0,16,1010,0,0,16,57.0,1,0,1,0.0,0,107.0,1,16.0,16,0,1,1010,0
13,37,0,0,22.875,70,689,3,3,62,105.875,8,0,7,15.125,44,236.0,1,38.0,79,0,5,661,1
1,3,0,0,4.0,4,1439,0,0,4,37.0,1,0,1,0.0,0,178.0,1,4.0,4,0,1,1439,0
1,3,0,0,4.0,4,897,0,0,4,176.0,1,0,1,0.0,0,5699.0,1,4.0,4,1,1,897,0
5,12,0,0,4.666666666666667,9,3266,25,0,13,44.0,3,0,3,0.3333333333333333,1,1637.0,1,5.0,10,0,1,3189,0
12,46,0,0,43.0,43,1445,0,0,43,60.0,1,0,1,0.0,0,713.0,1,43.0,43,0,1,1445,1
2,16,0,0,9.5,15,1282,397,0,17,63.5,2,0,2,1.0,2,665.0,2,10.5,15,0,2,487,0
2,21,0,0,10.666666666666666,31,938,1,3,24,137.66666666666666,3,0,3,2.6666666666666665,7,132.0,1,13.333333333333334,31,2,1,934,0
4,11,0,0,7.666666666666667,12,5222,1302,0,12,107.0,3,0,3,3.6666666666666665,10,2682.5,2,11.333333333333334,20,0,3,1314,0
1,3,0,0,4.0,5,2262,158,0,5,57.5,2,0,2,1.5,3,367.5,2,5.5,6,0,1,1946,0
2,27,0,0,9.333333333333334,24,2044,119,1,25,26.333333333333332,3,0,3,1.0,3,1428.0,2,10.333333333333334,24,1,2,1685,0
1,3,0,0,2.5,4,3822,971,0,4,67.5,2,0,2,0.5,1,641.5,2,3.0,4,1,2,1880,0
1,3,0,0,4.0,4,1302,0,1,4,73.0,1,0,1,0.0,0,1340.0,1,4.0,4,0,1,1302,0
6,53,0,0,14.0,39,1567,168,1,61,333.3333333333333,6,0,6,3.8333333333333335,21,593.8,5,17.833333333333332,52,1,11,559,2
1,3,0,0,4.0,4,40,0,0,4,23.0,1,0,1,0.0,0,1.0,1,4.0,4,0,1,40,0
3,11,0,0,17.0,17,2798,0,0,17,44.0,1,0,1,0.0,0,2058.0,1,17.0,17,0,1,2798,0
1,3,0,0,4.0,4,45,0,0,4,107.0,1,0,1,0.0,0,8.0,1,4.0,4,0,1,45,0
8,35,0,0,40.0,40,3451,0,0,40,23.0,1,0,1,0.0,0,622.0,1,40.0,40,0,3,3451,1
10,33,0,0,12.666666666666666,34,814,2,1,34,56.666666666666664,3,0,2,1.3333333333333333,2,197.0,1,14.0,34,0,1,806,2
1,3,0,0,4.0,4,1723,0,0,4,70.0,1,0,1,0.0,0,793.0,1,4.0,4,0,1,1723,0
1,6,0,0,6.0,10,330,19,0,10,73.5,2,0,2,1.0,2,518.5,2,7.0,10,0,2,291,0
1,3,0,0,4.0,4,530,0,0,4,64.0,1,0,1,0.0,0,277.0,1,4.0,4,0,1,530,0
17,75,0,0,140.0,140,4630,0,0,140,0.0,1,1,1,0.0,0,82.0,1,140.0,140,0,14,4630,3
5,17,0,0,6.0,19,2509,87,1,19,55.2,5,0,4,2.2,5,950.75,4,8.2,19,0,3,2072,0
1,4,0,0,5.0,5,1193,0,0,5,14.0,1,0,1,0.0,0,338.0,1,5.0,5,0,1,1193,0
1,5,0,0,7.0,7,23,0,0,7,45.0,1,0,1,0.0,0,28.0,1,7.0,7,0,1,23,0
1,3,0,0,3.0,4,2508,305,0,4,44.0,2,0,2,1.0,2,819.0,1,4.0,4,0,1,1898,0
1,4,0,0,5.0,5,131,0,0,5,35.0,1,0,1,0.0,0,61.0,1,5.0,5,0,1,131,0
1,3,0,0,4.0,4,567,0,0,4,16.0,1,0,1,0.0,0,20.0,1,4.0,4,0,2,567,0
1,3,0,0,3.0,4,2064,0,1,4,52.5,2,0,1,1.0,2,3601.0,1,4.0,4,0,1,2064,0
8,37,0,0,11.75,44,1965,10,0,40,27.75,4,0,3,1.75,4,150.5,2,13.5,44,0,3,1924,2
1,3,0,0,4.5,8,1016,27,0,4,81.5,2,0,2,2.5,5,64.0,2,7.0,8,0,2,962,0
3,11,0,0,12.0,12,1047,0,0,12,20.0,1,0,1,0.0,0,1758.0,1,12.0,12,0,3,1047,0
1,3,0,0,2.0,4,279,9,1,4,77.66666666666667,3,0,3,0.6666666666666666,1,566.0,2,2.6666666666666665,4,0,3,251,0
1,3,0,0,4.0,4,1410,0,0,4,62.0,1,0,1,0.0,0,47.0,1,4.0,4,0,2,1410,0
1,2,0,0,3.0,3,1904,0,0,3,43.0,1,0,1,0.0,0,67.0,1,3.0,3,0,1,1904,0
9,37,0,0,25.5,50,3724,1010,0,50,50.0,2,0,2,0.5,1,397.0,1,26.0,50,0,1,1703,1
1,4,0,0,5.0,5,154,0,0,5,35.0,1,0,1,0.0,0,61.0,1,5.0,5,0,1,154,0
1,3,0,0,4.0,4,3455,0,0,4,65.0,1,0,1,0.0,0,239.0,1,4.0,4,0,1,3455,0
3,9,0,0,13.0,13,2914,0,0,13,51.0,1,0,1,0.0,0,2933.0,1,13.0,13,0,2,2914,0
1,4,0,0,5.0,5,1344,0,0,5,106.0,1,0,1,0.0,0,91.0,1,5.0,5,0,2,1344,0
1,9,0,0,10.0,10,2565,0,0,10,125.0,1,0,1,0.0,0,149.0,1,10.0,10,0,2,2565,0
1,3,0,0,4.0,4,959,0,0,4,46.0,1,0,1,0.0,0,22.0,1,4.0,4,0,1,959,0
1,3,0,0,4.0,4,2510,0,0,4,8.0,1,0,1,0.0,0,2853.0,1,4.0,4,1,1,2510,0
1,3,0,0,4.0,4,557,0,0,4,65.0,1,0,1,0.0,0,42.0,1,4.0,4,0,2,557,0
1,3,0,0,4.0,4,35,0,0,4,41.0,1,0,1,0.0,0,5097.0,1,4.0,4,1,2,35,0
1,4,1,0,4.333333333333333,9,1262,201,0,10,66.33333333333333,6,0,6,2.6666666666666665,6,1018.2,5,7.0,13,0,4,53,0
1,3,0,0,4.0,4,142,0,0,4,58.0,1,0,1,0.0,0,128.0,1,4.0,4,0,1,142,0
3,7,0,0,10.0,10,556,0,0,10,27.0,1,0,1,0.0,0,1127.0,1,10.0,10,0,2,556,0
1,3,0,0,4.0,4,929,0,0,4,14.0,1,0,1,0.0,0,26.0,1,4.0,4,0,1,929,0
1,3,0,0,4.0,4,2774,0,0,4,324.0,1,0,1,0.0,0,2017.0,1,4.0,4,0,2,2774,0
1,17,0,0,18.0,18,549,0,1,18,96.0,1,0,1,0.0,0,1175.0,1,18.0,18,0,1,549,0
2,8,0,0,9.0,9,250,0,0,9,62.0,1,0,1,0.0,0,591.0,1,9.0,9,0,1,250,0
4,25,0,0,19.0,37,4129,1980,0,37,37.0,2,0,2,0.5,1,3829.0,1,19.5,37,0,1,169,1
1,3,0,0,4.0,7,1275,62,0,7,97.0,2,0,2,0.5,1,1110.5,2,4.5,7,0,2,1151,0
12,50,0,0,4.739130434782608,58,4649,182,6,64,115.47826086956522,23,0,23,1.9565217391304348,8,1700.75,8,6.695652173913044,58,5,8,462,2
1,3,0,0,2.5,4,4472,9,1,4,60.5,2,0,2,0.5,1,475.5,2,3.0,4,0,1,4453,0
2,6,0,0,3.5,6,1226,45,0,7,65.5,2,0,2,0.0,0,130.5,2,3.5,6,0,2,1135,0
3,8,0,0,6.0,9,1883,924,0,9,55.0,2,0,2,1.5,3,554.5,2,7.5,9,0,2,35,0
1,3,0,0,3.0,4,955,422,1,4,36.0,2,0,2,1.0,2,25.0,2,4.0,4,0,1,111,0
2,3,0,0,4.0,4,130,0,0,4,32.0,1,0,1,0.0,0,418.0,1,4.0,4,0,1,130,0
1,3,0,0,4.0,4,968,0,0,4,41.0,1,0,1,0.0,0,107.0,1,4.0,4,0,2,968,0
3,19,0,0,22.0,22,509,0,0,22,104.0,1,0,1,0.0,0,292.0,1,22.0,22,0,1,509,1
2,7,0,0,4.5,5,284,16,0,8,49.5,2,0,2,0.5,1,464.0,2,5.0,5,0,2,252,0
1,3,0,0,4.0,4,3842,0,0,4,25.0,1,0,1,0.0,0,4892.0,1,4.0,4,0,1,3842,0
1,3,0,0,2.0,2,6607,0,0,2,67.0,1,0,1,0.0,0,582.0,1,2.0,2,0,1,6607,0
3,28,1,0,55.0,55,45,0,0,55,107.0,1,0,1,0.0,0,8.0,1,55.0,55,0,4,45,2
1,3,0,0,2.5,4,2726,977,0,4,44.5,2,0,2,0.5,1,1485.0,2,3.0,4,0,2,771,0
4,14,0,0,15.0,15,2030,0,0,15,39.0,1,0,1,0.0,0,239.0,1,15.0,15,0,1,2030,0
1,3,0,0,4.0,4,271,0,1,4,45.0,1,0,1,0.0,0,222.0,1,4.0,4,0,1,271,0
1,3,0,0,4.0,4,1524,0,0,4,20.0,1,0,1,0.0,0,29.0,1,4.0,4,1,1,1524,0
1,3,0,0,4.0,4,993,0,0,4,206.0,1,0,1,0.0,0,4094.0,1,4.0,4,0,1,993,0
1,3,0,0,4.0,4,2229,0,0,4,72.0,1,0,1,0.0,0,1847.0,1,4.0,4,0,1,2229,0
1,4,0,0,5.0,5,2703,0,0,5,46.0,1,0,1,0.0,0,318.0,1,5.0,5,0,3,2703,0
1,3,0,0,4.0,4,1564,0,0,4,4.0,1,0,1,0.0,0,37.0,1,4.0,4,0,1,1564,0
1,12,0,0,13.0,13,3843,0,0,13,38.0,1,0,1,0.0,0,4892.0,1,13.0,13,0,1,3843,0
3,11,0,0,12.0,12,1834,0,0,12,209.0,1,0,1,0.0,0,352.0,1,12.0,12,0,1,1834,0
1,3,0,0,4.0,4,0,0,0,4,153.0,1,0,1,0.0,0,167.0,1,4.0,4,0,1,0,0
4,25,0,0,19.0,36,714,4,0,36,81.0,2,0,2,1.0,2,449.0,1,20.0,36,0,4,706,0
