id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,AverageNumberOfModifiedLines,Severity
834,2.083333333333333,48,4.166666666666667,0,1,2,6,0,0,1,11,11,1.0,3,22,0,20.666666666666668,0
835,0.0,45,0.0,3,0,0,5,1,0,1,10,5,0.2,5,7,0,9.533333333333331,0
836,0.0,21,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,8.142857142857142,0
837,0.0,44,0.0,2,0,0,5,2,0,0,7,3,0.2,5,10,0,160.5,0
838,0.0,171,0.5847953216374269,6,0,1,25,0,1,1,39,33,0.76,23,31,0,14.954545454545457,1
839,0.0,25,0.0,2,0,0,4,0,0,1,4,2,0.5,4,5,0,62.86842105263158,0
840,0.0,6,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,5112.509803921569,0
841,0.0,279,0.0,3,0,0,28,0,3,10,49,46,0.8928571428571429,14,54,0,42.85365853658536,2
842,0.0,85,0.0,3,0,0,9,3,0,7,13,7,0.3333333333333333,8,27,0,119.0,0
843,0.0,34,0.0,0,0,0,6,0,0,2,7,7,1.0,3,8,0,11.65,0
844,0.0,36,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,11.732142857142858,0
845,0.0,143,0.0,17,0,0,18,0,0,16,22,5,0.0555555555555555,17,42,0,114.54545454545456,0
846,0.0,93,0.0,4,0,0,17,0,0,0,17,13,0.7647058823529411,17,17,0,23.0,0
847,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10.5,0
848,0.0,22,0.0,2,0,0,4,2,0,1,4,0,0.0,4,4,0,42.0,0
849,0.0,46,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0,11.789473684210526,0
850,0.0,18,0.0,1,0,0,2,0,0,0,2,1,0.5,1,5,0,21.0,0
851,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,8.1,0
852,0.0,129,0.0,0,0,0,12,0,7,1,21,21,1.0,10,28,1,32.833333333333336,1
853,0.0,105,0.0,1,0,0,9,1,0,6,13,11,0.7777777777777778,3,39,0,21.714285714285715,0
854,0.0,21,0.0,0,0,0,1,0,0,1,1,1,1.0,1,13,0,22.714285714285715,0
855,0.0,35,0.0,6,0,0,6,0,0,2,6,0,0.0,6,6,0,30.1,0
856,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,34.0,0
857,0.0,13,0.0,1,0,0,2,1,0,0,2,0,0.0,2,2,1,29.875,0
858,0.0,55,0.0,2,0,0,6,0,0,2,8,6,0.6666666666666666,6,11,0,20.4,0
859,0.0,27,0.0,0,0,0,2,0,0,0,4,4,1.0,2,3,0,42.333333333333336,0
860,0.0,41,0.0,1,0,0,7,0,0,0,7,6,0.8571428571428571,7,17,0,17.1,0
861,0.0,29,0.0,0,0,0,1,0,0,0,5,5,1.0,1,3,0,17.0,0
862,0.0,97,0.0,0,0,0,10,0,0,0,36,36,1.0,3,21,0,137.0,0
863,0.0,114,0.0,6,0,0,11,0,0,0,16,10,0.4545454545454545,11,48,0,4521.277777777777,0
864,0.0,27,0.0,2,0,0,4,0,1,0,4,2,0.5,2,7,0,34.5,0
865,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,0,4,0,86.2,0
866,0.0,31,0.0,0,0,0,2,0,0,0,2,2,1.0,1,43,0,43.66666666666666,0
867,0.0,72,0.0,0,0,0,5,0,0,0,5,5,1.0,5,60,0,35.6,0
868,0.0,62,0.0,6,0,0,10,0,0,1,12,6,0.4,0,21,0,98.77777777777776,0
869,0.0,67,0.0,0,0,0,3,0,3,14,3,3,1.0,3,33,0,94.5,1
870,0.0,25,0.0,0,0,0,2,0,0,4,2,2,1.0,2,7,0,13.125,0
871,0.0,63,0.0,0,0,0,3,0,0,2,11,11,1.0,3,18,0,21.857142857142858,0
872,0.0,31,0.0,0,0,0,2,0,0,0,4,4,1.0,2,10,0,25.0,0
873,0.0,190,0.0,4,0,0,14,2,0,2,43,37,0.5714285714285714,13,106,2,79.85714285714286,0
874,1.6129032258064515,186,2.6881720430107525,10,3,5,23,0,5,8,27,17,0.5652173913043478,17,98,0,50.66666666666666,0
875,0.0,355,0.0,9,0,0,37,0,0,5,53,44,0.7567567567567568,10,73,0,28.18421052631579,2
876,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,7.1875,0
877,0.0,147,0.0,1,0,0,21,0,0,4,41,40,0.9523809523809524,19,31,0,241.944099378882,0
878,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,5.666666666666667,0
879,0.0,210,0.0,4,0,0,10,0,0,0,45,41,0.6,10,79,0,46.333333333333336,1
880,0.0,122,0.0,6,0,0,12,0,0,0,17,11,0.5,12,54,0,4521.277777777777,0
881,0.0,52,0.0,2,0,0,6,0,0,0,10,8,0.6666666666666666,5,14,0,6758.5,0
882,0.0,222,0.0,17,0,0,26,0,0,13,37,20,0.3461538461538461,23,69,0,59.8,0
883,0.0,329,0.0,3,0,0,9,0,8,12,51,47,0.6666666666666666,5,73,0,198.66666666666663,1
884,0.0,162,0.0,9,0,0,18,0,1,10,29,20,0.5,18,43,11,12.20253164556962,0
885,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,27.0,0
886,0.0,21,0.0,0,0,0,1,0,0,4,1,1,1.0,1,25,0,36.75,0
887,0.0,78,0.0,2,0,0,9,2,0,2,17,13,0.5555555555555556,3,18,0,55.5,0
888,0.0,39,0.0,1,0,0,2,0,0,0,11,10,0.5,2,24,0,40.89102564102564,0
889,0.0,52,0.0,3,0,0,4,0,1,0,4,1,0.25,4,7,2,15.06578947368421,0
890,0.0,142,0.0,6,0,0,13,0,0,7,17,10,0.5384615384615384,13,27,0,29.23076923076923,0
891,0.0,371,0.0,0,0,0,8,0,0,0,62,62,1.0,0,125,0,353.0,2
892,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,100.0,0
893,0.0,308,0.0,28,0,0,58,28,4,28,58,2,0.0344827586206896,58,60,0,21.424242424242426,0
894,0.0,46,0.0,2,0,0,6,1,0,1,6,3,0.5,6,12,0,78.22222222222223,0
895,0.0,30,0.0,0,0,0,1,0,0,0,11,11,1.0,1,1,0,29.5,0
896,0.0,270,0.3703703703703703,1,0,1,15,0,0,15,48,47,0.9333333333333332,3,83,0,57.16666666666666,0
897,0.0,80,0.0,2,0,0,8,0,1,4,11,9,0.75,6,18,0,19.142857142857142,0
898,0.0,33,0.0,1,0,0,4,0,0,2,4,3,0.75,2,8,0,10.16,0
899,0.0,27,0.0,0,0,0,1,0,0,0,5,5,1.0,1,10,0,15.982142857142858,0
900,0.0,66,0.0,2,0,0,6,0,0,0,18,16,0.6666666666666666,5,20,0,4740.923076923077,0
901,0.0,70,0.0,4,0,0,8,1,3,3,9,4,0.375,7,26,0,31.285714285714285,0
902,0.0,17,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,626.6,0
903,0.0,11,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,11.875,0
904,0.0,30,0.0,0,0,0,4,0,0,0,7,7,1.0,1,11,0,51.0,0
905,0.0,43,0.0,2,0,0,6,0,0,0,7,5,0.6666666666666666,5,24,0,18.31578947368421,0
906,11.11111111111111,72,0.0,0,8,0,8,0,0,0,14,14,1.0,8,57,0,16.56,0
907,0.0,47,2.127659574468085,0,0,1,3,0,0,5,8,8,1.0,1,20,5,18.55555555555556,0
908,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,0,3,0,45.0,0
909,0.0,55,0.0,0,0,0,2,0,0,0,10,10,1.0,2,20,0,8270.47247706422,0
910,0.0,219,0.0,20,0,0,28,0,2,23,29,9,0.2857142857142857,16,69,0,14.184615384615384,2
911,0.0,27,0.0,1,0,0,4,1,0,3,4,2,0.5,4,7,0,47.66666666666666,0
912,0.0,36,0.0,0,0,0,5,0,0,0,7,7,1.0,4,12,0,70.0,0
913,0.0,32,0.0,2,0,0,4,2,0,3,4,0,0.0,4,4,0,30.5,0
914,0.0,19,0.0,2,0,0,2,0,0,1,2,0,0.0,2,2,0,43.0,0
915,0.0,30,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,46.78879310344828,0
916,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,5,0,14.166666666666666,0
917,0.0,40,0.0,1,0,0,5,1,0,2,6,4,0.6,4,10,0,12.833333333333334,0
918,0.0,222,0.0,9,0,0,19,0,0,10,53,44,0.5263157894736842,15,111,0,51.38461538461539,0
919,0.0,14,0.0,0,0,0,2,0,0,0,3,3,1.0,2,12,0,32.5,0
920,0.0,81,0.0,7,0,0,10,0,0,1,17,10,0.3,10,22,0,20.625,0
921,0.0,15,0.0,1,0,0,1,0,0,2,1,0,0.0,1,1,0,17.88235294117647,0
922,0.0,18,0.0,1,0,0,2,0,0,0,2,1,0.5,1,5,0,22.0,0
923,0.0,18,0.0,0,0,0,8,0,0,0,8,8,1.0,0,8,0,20.33333333333333,0
924,0.0,60,0.0,0,0,0,3,0,0,5,6,6,1.0,3,25,2,13.714285714285714,0
925,0.0,98,0.0,3,0,0,8,0,3,6,18,15,0.625,8,26,0,30.75,0
926,0.0,44,0.0,0,0,0,1,0,0,0,10,10,1.0,1,21,0,247.375,0
927,0.0,192,0.0,1,0,0,17,0,0,12,32,31,0.9411764705882352,13,36,0,36.642857142857146,0
928,0.0,157,0.0,5,0,0,12,3,0,11,19,11,0.3333333333333333,11,60,0,30.473684210526315,0
929,0.0,74,0.0,6,0,0,9,0,3,0,9,3,0.3333333333333333,9,16,0,36.57142857142857,0
930,1.6666666666666667,240,4.166666666666667,0,4,10,31,3,0,4,50,46,0.9032258064516128,20,156,0,30.87142857142857,2
931,0.0,99,0.0,4,0,0,10,0,0,6,19,15,0.6,10,34,0,31.2,0
932,0.0,54,0.0,1,0,0,5,0,0,1,5,4,0.8,1,5,0,23.0,0
933,0.0,75,0.0,1,0,0,3,0,0,5,11,10,0.6666666666666666,2,52,0,21.142857142857142,0
934,0.0,68,0.0,4,0,0,6,0,0,2,15,11,0.3333333333333333,6,20,0,9.26086956521739,0
935,0.0,41,0.0,0,0,0,2,0,0,1,8,8,1.0,1,30,0,26.03333333333333,0
936,0.0,86,0.0,4,0,0,11,0,0,5,17,13,0.6363636363636364,9,15,0,63.0,0
937,0.0,118,0.0,0,0,0,8,0,0,7,16,16,1.0,6,63,0,29.375,0
938,0.0,11,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,53.62068965517241,0
939,0.0,41,0.0,0,0,0,18,0,0,0,18,18,1.0,0,18,0,68.55813953488372,0
940,0.0,65,0.0,2,0,0,7,0,0,1,14,12,0.7142857142857143,7,16,0,47.71428571428572,0
941,0.0,26,0.0,1,0,0,4,0,0,0,4,3,0.75,4,5,0,164.5,0
942,2.010050251256281,199,0.0,3,4,0,22,1,0,3,27,23,0.8181818181818182,18,88,7,142.07142857142858,0
943,0.0,68,0.0,1,0,0,2,0,0,2,10,9,0.5,1,32,0,17.892857142857142,0
944,0.0,33,0.0,0,0,0,2,0,0,2,4,4,1.0,2,18,0,13.0,0
945,0.0,56,0.0,0,0,0,3,0,1,2,5,5,1.0,2,16,0,10.421052631578949,0
946,0.0,141,0.0,0,0,0,18,0,1,0,29,29,1.0,8,42,0,54.5,0
947,0.0,28,0.0,1,0,0,2,0,0,2,4,3,0.5,2,8,0,13.285714285714286,0
948,4.098360655737705,122,0.0,1,5,0,6,0,0,4,19,18,0.8333333333333334,5,108,0,21.125,0
949,0.0,24,0.0,1,0,0,3,0,0,1,3,2,0.6666666666666666,3,3,0,77.0,0
950,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,51.333333333333336,0
951,0.0,135,0.0,0,0,0,9,0,0,1,32,32,1.0,4,64,0,59.13333333333333,0
952,0.0,44,0.0,1,0,0,7,0,0,0,7,6,0.8571428571428571,7,16,2,11.6,0
953,0.0,25,0.0,0,0,0,3,0,0,1,4,4,1.0,3,10,0,18.25,0
954,0.0,34,0.0,2,0,0,5,0,0,1,5,3,0.6,5,9,0,44.5,0
955,3.8461538461538463,26,0.0,0,1,0,2,0,0,1,5,5,1.0,2,11,0,57.0,0
956,0.0,75,0.0,1,0,0,8,0,1,3,14,13,0.875,7,16,0,42.85365853658536,0
957,17.5,40,2.5,1,7,1,6,0,0,0,6,5,0.8333333333333334,6,20,0,14.444444444444445,0
958,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,1,7,0,20.5,0
959,0.0,212,0.0,1,0,0,49,0,0,0,49,48,0.979591836734694,46,51,0,16.869565217391305,0
960,0.0,115,0.0,5,0,0,14,0,4,14,14,9,0.6428571428571429,14,18,0,34.5,0
961,0.0,109,0.0,0,0,0,13,12,0,12,13,1,0.0769230769230769,13,32,17,32.666666666666664,0
962,0.0,59,0.0,1,0,0,4,0,0,3,10,9,0.75,3,18,0,13.375,0
963,0.0,123,0.0,8,0,0,16,0,0,4,29,19,0.5,8,50,0,62.0,1
964,0.0,66,0.0,1,0,0,10,1,0,2,13,10,0.8,5,18,0,26.257425742574256,0
965,0.0,97,0.0,0,0,0,2,0,0,0,17,17,1.0,2,47,0,3432.875,0
966,0.0,53,0.0,0,0,0,4,0,0,0,12,12,1.0,1,39,0,21.0,0
967,0.0,288,0.0,0,0,0,143,0,0,0,143,143,1.0,143,143,0,291.625,0
968,0.0,23,0.0,0,0,0,3,0,0,1,4,4,1.0,3,4,0,30.0,0
969,0.0,119,0.0,1,0,0,12,1,0,2,26,23,0.8333333333333334,0,34,0,237.66666666666663,0
970,0.0,100,0.0,0,0,0,4,0,0,3,24,24,1.0,4,31,0,27.25,0
971,0.0,120,0.0,0,0,0,5,0,0,2,21,21,1.0,2,47,0,16.833333333333332,0
972,0.0,245,0.0,0,0,0,14,0,0,8,44,44,1.0,7,178,0,60.71428571428572,0
973,0.0,406,0.0,0,0,0,2,0,0,1,2,2,1.0,1,1166,0,229.0,0
974,0.0,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,55.5,0
975,0.0,32,0.0,1,0,0,4,0,0,0,7,6,0.75,4,7,0,438.0,0
976,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,3,0,32.0,0
977,0.0,181,0.0,1,0,0,2,0,0,0,2,1,0.5,1,147,0,75.85714285714286,0
978,0.0,395,0.0,22,0,0,47,22,0,24,59,15,0.0638297872340425,46,91,0,65.0,0
979,0.0,131,0.0,7,0,0,17,0,3,10,20,13,0.5882352941176471,17,28,0,129.5,0
980,0.0,35,0.0,0,0,0,2,0,0,0,8,8,1.0,2,20,0,5112.509803921569,0
981,0.0,33,0.0,1,0,0,4,0,0,2,4,3,0.75,4,12,1,35.80597014925373,0
982,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,20.0,0
983,0.0,121,0.0,0,0,0,7,0,0,4,23,23,1.0,6,40,0,27.0,0
984,0.0,64,0.0,0,0,0,3,0,2,0,16,16,1.0,1,29,0,101.0,0
985,0.0,71,0.0,0,0,0,7,0,1,0,13,13,1.0,6,14,0,32.25,0
986,0.0,29,0.0,0,0,0,4,0,0,1,5,5,1.0,4,7,0,14.909090909090908,0
987,0.0,18,0.0,0,0,0,8,0,0,0,8,8,1.0,0,8,0,19.5,0
988,0.0,33,0.0,2,0,0,3,0,1,0,4,2,0.3333333333333333,3,22,0,13.285714285714286,0
989,0.0,54,0.0,0,0,0,2,0,0,0,12,12,1.0,0,6,0,171.4,0
990,0.0,35,0.0,0,0,0,3,0,0,3,4,4,1.0,3,11,0,114.71428571428572,0
991,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0,45.00934579439252,0
992,0.8620689655172413,116,0.8620689655172413,1,1,1,12,5,0,9,25,19,0.5,9,34,0,18.91176470588235,0
993,0.0,100,0.0,1,0,0,5,0,1,4,14,13,0.8,1,60,0,28.692307692307693,0
994,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,19.5,0
995,0.0,19,0.0,0,0,0,1,0,0,1,2,2,1.0,0,2,0,20.0,0
996,0.0,26,0.0,1,0,0,3,1,0,1,3,1,0.3333333333333333,3,4,0,24.5,0
997,0.0,158,0.0,0,0,0,31,0,0,0,36,36,1.0,31,35,0,22.818181818181817,0
998,0.0,44,0.0,2,0,0,5,2,0,0,7,3,0.2,5,10,0,160.5,0
999,0.0,72,0.0,4,0,0,9,0,0,3,13,9,0.5555555555555556,9,10,0,96.0,0
1000,0.0,16,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0,13.333333333333334,0
1001,0.0,18,0.0,1,0,0,3,0,0,2,3,2,0.6666666666666666,3,6,0,13.789473684210526,0
1002,0.0,68,0.0,3,0,0,7,0,0,2,14,11,0.5714285714285714,7,21,0,13.066666666666666,0
1003,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,980.0,0
1004,0.0,32,0.0,0,0,0,3,0,0,0,4,4,1.0,1,7,0,21.375,0
1005,0.0,16,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,17.125,0
1006,0.0,31,0.0,0,0,0,3,0,0,3,4,4,1.0,3,8,0,18.75,0
1007,0.0,69,0.0,1,0,0,2,0,0,8,6,5,0.5,2,27,0,43.47058823529412,0
1008,0.0,21,0.0,2,0,0,3,1,0,2,3,0,0.0,3,3,0,20.5,0
1009,0.0,16,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,6,0,647.0,0
1010,0.0,36,0.0,2,0,0,3,0,0,4,4,2,0.3333333333333333,3,5,0,13.076923076923077,0
1011,0.0,60,0.0,0,0,0,1,0,0,7,6,6,1.0,0,13,0,17.714285714285715,0
1012,0.0,46,0.0,1,0,0,2,0,0,0,7,6,0.5,2,8,0,53792.0,0
1013,0.0,93,0.0,0,0,0,3,0,3,1,7,7,1.0,2,58,0,56.142857142857146,0
1014,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,27.0,0
1015,0.0,158,0.0,0,0,0,10,0,0,2,26,26,1.0,3,64,0,108.5,0
1016,0.0,19,0.0,0,0,0,1,0,0,1,2,2,1.0,1,9,0,32.0,0
1017,0.0,148,0.0,0,0,0,12,0,0,3,31,31,1.0,5,58,0,112.0,0
1018,0.0,27,0.0,0,0,0,1,0,0,0,4,4,1.0,1,11,0,27.5,0
1019,1.639344262295082,61,0.0,1,1,0,14,0,0,0,14,13,0.9285714285714286,0,16,0,43.5,0
1020,1.25,80,1.25,3,1,1,11,0,0,0,15,12,0.7272727272727273,10,65,0,19.13636363636364,0
1021,0.0,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,10.142857142857142,0
1022,0.0,82,0.0,0,0,0,3,0,0,0,8,8,1.0,0,74,0,69.0,0
1023,0.0,59,0.0,2,0,0,7,0,0,3,11,9,0.7142857142857143,7,14,0,30.5625,0
1024,0.0,68,0.0,0,0,0,7,0,0,0,15,15,1.0,1,23,0,47.66666666666666,0
1025,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,18.166666666666668,0
1026,0.0,62,0.0,0,0,0,6,0,0,0,12,12,1.0,6,30,3,13.393939393939394,0
1027,0.0,149,0.0,3,0,0,16,0,0,3,46,43,0.8125,8,39,0,51.7,0
1028,0.0,1024,0.0,0,0,0,26,0,0,0,270,270,1.0,6,737,0,69.49354838709678,2
1029,0.0,78,0.0,0,0,0,7,0,2,0,18,18,1.0,0,32,0,11.041666666666666,0
1030,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,52.16666666666666,0
1031,0.0,57,0.0,2,0,0,6,0,0,1,9,7,0.6666666666666666,6,21,3,31.571428571428573,0
1032,0.0,153,0.0,2,0,0,9,0,1,0,32,30,0.7777777777777778,3,84,0,26.41176470588235,0
1033,0.0,520,0.0,11,0,0,42,3,4,8,109,95,0.6666666666666666,40,106,0,8270.47247706422,0
1034,0.0,20,0.0,2,0,0,2,0,0,0,2,0,0.0,0,2,0,114.71428571428572,0
1035,0.1275510204081632,784,0.0,1,1,0,58,0,0,5,167,166,0.9827586206896552,46,549,0,80.73154362416108,1
1036,0.0,25,0.0,0,0,0,1,0,0,1,5,5,1.0,1,9,0,47.0,0
1037,0.0,29,0.0,1,0,0,4,0,0,0,6,5,0.75,4,6,0,58.0,0
1038,0.0,123,0.0,3,0,0,12,1,0,8,19,15,0.6666666666666666,9,18,0,71.66666666666667,0
1039,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,30.1,0
1040,0.0,1444,0.0,21,0,0,138,18,0,20,292,235,0.717391304347826,127,389,0,1350.8148148148148,3
1041,1.7647058823529411,170,0.0,1,3,0,9,0,0,12,12,11,0.8888888888888888,5,143,0,79.0,0
1042,0.0,64,0.0,0,0,0,4,0,0,1,14,14,1.0,2,26,0,38.42857142857143,0
1043,0.0,91,0.0,6,0,0,7,0,5,6,13,7,0.1428571428571428,7,7,0,143.0,0
1044,0.0,21,0.0,0,0,0,4,0,0,0,4,4,1.0,3,14,0,59.0,0
1045,0.0,17,0.0,1,0,0,1,0,0,1,1,0,0.0,1,3,0,41.87878787878788,0
1046,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,39.891891891891895,0
1047,0.0,200,0.0,19,0,0,37,18,0,19,37,0,0.0,37,42,6,71.66666666666667,0
1048,0.0,113,0.0,2,0,0,15,0,0,2,21,19,0.8666666666666667,2,40,0,61.0,0
1049,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,4,0,168.0,0
1050,0.0,144,0.0,4,0,0,17,0,0,2,24,20,0.7647058823529411,15,55,0,198.0,0
1051,0.0,22,0.0,1,0,0,2,0,0,0,2,1,0.5,0,14,0,14.4375,0
1052,0.0,144,0.0,0,0,0,37,0,34,0,37,37,1.0,36,37,0,110.6875,0
1053,0.0,356,0.0,14,0,0,41,0,0,12,83,69,0.6585365853658537,30,65,1,46.6,0
1054,0.0,144,0.0,4,0,0,8,0,2,9,27,23,0.5,7,43,0,69.33333333333333,0
1055,0.0,351,0.0,0,0,0,19,0,0,7,75,75,1.0,8,194,0,32.53191489361702,1
1056,0.0,18,0.0,0,0,0,1,0,0,1,2,2,1.0,1,2,0,206.33333333333331,0
1057,0.0,195,0.0,6,0,0,17,1,0,7,56,49,0.5882352941176471,6,68,4,68.0,0
1058,0.0,236,0.0,1,0,0,5,0,0,15,56,55,0.8,3,53,0,98.66666666666669,0
1059,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,1,2,0,29.5,0
1060,0.0,20,0.0,1,0,0,2,0,0,0,2,1,0.5,2,4,0,9.25,0
1061,0.0,260,0.0,9,0,0,24,5,0,1,47,33,0.4166666666666667,24,47,0,344.0,0
1062,0.0,24,0.0,2,0,0,2,0,0,3,2,0,0.0,2,2,0,31.75,0
1063,0.0,111,0.0,3,0,0,17,0,0,4,18,15,0.8235294117647058,6,24,0,17.541176470588237,0
1064,0.0,20,0.0,0,0,0,1,0,0,0,4,4,1.0,0,1,0,14.4,0
1065,0.0,239,0.0,1,0,0,15,0,0,8,30,29,0.9333333333333332,13,126,0,62.27777777777778,2
1066,0.0,335,0.0,1,0,0,15,1,0,9,62,60,0.8666666666666667,12,112,0,203.25,1
1067,0.0,129,0.0,6,0,0,13,0,1,8,18,12,0.5384615384615384,13,63,0,34.76923076923077,0
1068,0.0,19,0.0,1,0,0,3,1,0,1,3,1,0.3333333333333333,3,6,0,33.73684210526316,0
1069,0.0,135,0.0,1,0,0,9,2,0,8,27,24,0.6666666666666666,4,53,5,17.714285714285715,0
1070,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,13,0,12.375,0
1071,0.0,61,0.0,0,0,0,3,0,0,1,9,9,1.0,2,33,0,18.666666666666668,0
1072,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,11.583333333333334,0
1073,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,0,17.0,0
1074,0.0,96,0.0,1,0,0,9,0,0,3,26,25,0.8888888888888888,5,41,0,24.714285714285715,0
1075,0.0,3022,0.0,27,0,0,131,8,1,48,561,520,0.732824427480916,105,1045,0,55.71198568872988,1
1076,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,59.75,0
1077,0.0,131,0.0,1,0,0,7,1,0,2,21,17,0.7142857142857143,4,24,0,38.75675675675676,0
1078,0.0,46,0.0,0,0,0,5,0,0,2,8,8,1.0,3,17,0,27.647058823529413,0
1079,0.3584229390681003,558,0.0,4,2,0,31,0,1,12,126,122,0.8709677419354839,19,156,1,53.91139240506329,0
1080,2.727272727272727,110,0.0,0,3,0,6,0,1,0,17,17,1.0,2,65,0,27.77777777777778,0
1081,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,29.5,0
1082,0.0,35,0.0,0,0,0,2,0,0,0,8,8,1.0,2,29,0,53.17021276595744,0
1083,0.0,124,0.0,1,0,0,9,0,0,0,22,21,0.8888888888888888,8,41,0,78.53846153846153,0
1084,0.0,98,0.0,0,0,0,2,0,0,0,18,18,1.0,2,45,0,67.21212121212122,0
1085,0.0,70,0.0,9,0,0,12,0,0,0,13,4,0.25,12,12,0,100.0,0
1086,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,23.11392405063291,0
1087,0.0,35,0.0,0,0,0,1,0,0,1,6,6,1.0,1,30,0,15.4,0
1088,0.0,102,0.0,0,0,0,10,0,0,3,19,19,1.0,9,26,0,89.5,0
1089,0.0,97,0.0,0,0,0,2,0,0,0,19,19,1.0,2,32,0,8270.47247706422,0
1090,0.0,18,0.0,0,0,0,1,0,0,1,2,2,1.0,1,4,0,79.88524590163935,0
1091,0.0,30,0.0,0,0,0,10,0,0,0,10,10,1.0,5,10,0,25.727272727272727,0
1092,0.0,34,0.0,1,0,0,1,0,3,1,1,0,0.0,1,4,4,48.61538461538461,0
1093,0.0,34,0.0,0,0,0,1,0,0,0,9,9,1.0,1,16,0,34.5,0
1094,0.0,106,0.0,8,0,0,12,0,0,3,27,19,0.3333333333333333,9,60,0,17.54,0
1095,0.0,17,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,1,14.857142857142858,0
1096,0.0,72,0.0,4,0,0,8,0,0,9,11,7,0.5,7,15,0,132.0,0
1097,0.0,453,0.0,0,0,0,18,0,0,2,82,82,1.0,7,302,0,43.15254237288136,1
1098,0.0,44,0.0,3,0,0,6,0,0,3,7,4,0.5,6,8,0,15.11111111111111,0
1099,0.0,167,0.0,0,0,0,16,0,0,9,23,23,1.0,15,165,0,119.0,0
1100,0.0,26,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,4740.923076923077,0
1101,0.0,100,0.0,1,0,0,5,1,0,5,12,10,0.6,4,21,0,33.625,0
1102,2.028985507246377,345,2.028985507246377,14,7,7,42,0,0,17,65,51,0.6666666666666666,15,139,0,40.63157894736842,2
1103,0.0,125,0.0,0,0,0,29,0,0,0,29,29,1.0,29,33,0,113.17021276595744,0
1104,0.0,46,0.0,1,0,0,2,0,0,0,7,6,0.5,2,8,0,63016.0,0
1105,0.0,57,0.0,1,0,0,7,0,1,0,8,7,0.8571428571428571,7,25,0,38.333333333333336,0
1106,0.5882352941176471,170,0.5882352941176471,0,1,1,16,0,0,5,31,31,1.0,4,62,0,107.66666666666669,0
