LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,AverageNumberOfAddedLines,MaxNumberOfAddedLines,Age,AverageTimeBetweenChanges,NumberOfBugFixes,CodeChurn,MeanCommitMessageLength,NumberOfRevisions,NumberOfCommitsWithoutMessage,DaysWithCommits,AverageNumberOfDeletedLines,MaxNumberOfDeletedLines,MeanAuthorCommits,NumberOfDistinctCommitters,AverageNumberOfModifiedLines,MaxNumberOfModifiedLines,NumberOfRefactorings,AuthorFragmentation,TimePassedSinceTheLastChange,Severity
0.0,62,0.0,0,0,0,6,0,0,5,7,7,1.0,6,34,0,150.0,150,679,0,0,150,11.0,1,0,1,0.0,0,1.0,1,150.0,150,0,2,679,0
0.0,43,0.0,1,0,0,4,0,0,1,9,8,0.75,4,27,0,23.16,123,5484,219,2,121,68.52,25,0,23,18.32,80,705.0,7,41.48,178,3,12,8,0
0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,7.857142857142857,37,4129,538,0,40,95.57142857142857,7,0,7,2.142857142857143,8,3829.0,1,10.0,37,0,1,359,0
0.0,112,0.0,2,0,0,18,1,0,2,23,20,0.8333333333333334,18,26,0,48.333333333333336,143,1974,464,0,144,118.33333333333333,3,0,3,0.3333333333333333,1,13.0,2,48.666666666666664,143,0,5,580,0
0.0,23,0.0,0,0,0,5,0,0,0,5,5,1.0,5,6,0,72.0,72,449,0,0,72,16.0,1,0,1,0.0,0,54.0,1,72.0,72,0,1,449,0
0.0,24,0.0,1,0,0,2,0,0,0,3,2,0.5,2,5,0,15.6,71,2651,79,0,62,36.2,10,0,10,9.4,21,37.5,2,25.0,71,0,3,1852,0
0.0,151,0.0,2,0,0,11,1,0,2,23,20,0.7272727272727273,5,77,0,33.57142857142857,114,2485,353,0,208,63.57142857142857,7,0,7,3.857142857142857,12,215.75,4,37.42857142857143,114,0,6,9,1
0.0,32,0.0,1,0,0,4,0,0,2,5,4,0.75,4,13,2,14.1,83,2463,167,1,90,55.9,10,0,9,5.1,13,995.0,2,19.2,83,0,7,793,0
0.0,19,0.0,2,0,0,2,0,0,2,2,0,0.0,2,2,0,30.0,249,1079,44,1,281,36.68421052631579,19,0,14,15.210526315789474,229,2530.5555555555557,9,45.21052631578947,322,0,1,236,0
0.0,84,0.0,0,0,0,7,0,0,1,13,13,1.0,7,13,0,14.838709677419354,101,6807,69,13,225,122.80645161290323,62,0,39,11.209677419354838,150,1002.8888888888889,9,26.048387096774192,150,2,5,2522,0
0.0,164,0.0,4,0,0,16,0,0,4,31,27,0.75,10,31,0,33.44444444444444,130,643,55,1,228,33.77777777777778,9,0,7,8.11111111111111,21,413.0,2,41.55555555555556,151,0,7,147,0
0.0,16,0.0,0,0,0,1,0,0,0,2,2,1.0,1,12,0,83.5,155,652,25,0,154,38.0,2,0,2,6.5,13,19.0,2,90.0,155,0,4,601,0
0.0,1046,0.0,1,0,0,116,0,0,1,230,229,0.9913793103448276,115,228,0,118.28,1089,2870,98,6,45,23.32,25,0,17,116.48,1089,1138.6666666666667,3,234.76,2178,1,6,409,0
0.0,249,0.40160642570281124,0,0,1,13,0,0,10,51,51,1.0,2,120,0,42.42857142857143,419,261,15,3,497,84.78571428571429,14,0,13,6.928571428571429,38,1401.5,2,49.357142857142854,419,2,22,41,0
0.0,50,0.0,4,0,0,7,0,0,2,8,4,0.42857142857142855,7,13,0,22.0,88,1205,27,0,88,64.0,4,0,4,0.0,0,1167.6666666666667,3,22.0,88,0,1,1094,0
0.0,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,153,754,182,0,164,81.75,4,0,4,2.0,5,115.25,4,45.0,153,0,1,26,0
0.0,51,0.0,1,0,0,9,0,0,2,9,8,0.8888888888888888,9,24,0,13.0,43,3306,221,9,125,67.07692307692308,13,0,9,3.3846153846153846,14,383.57142857142856,7,16.384615384615383,43,1,17,432,0
0.0,18,0.0,1,0,0,2,0,0,1,3,2,0.5,2,3,0,10.785714285714286,31,3595,250,1,46,91.78571428571429,14,0,14,7.5,30,1125.8181818181818,11,18.285714285714285,49,0,3,95,0
0.0,26,0.0,1,0,0,2,0,0,0,2,1,0.5,1,3,0,12.0,31,2311,175,1,52,48.666666666666664,12,0,11,7.666666666666667,28,152.5,6,19.666666666666668,47,0,2,207,0
0.0,58,0.0,3,0,0,11,0,0,0,14,11,0.7272727272727273,3,21,0,15.166666666666666,93,5414,151,1,127,38.77777777777778,18,0,16,8.11111111111111,91,1033.0,4,23.27777777777778,184,0,3,2679,0
0.0,54,0.0,1,0,0,9,1,0,2,10,8,0.7777777777777778,8,20,0,29.333333333333332,77,1002,334,0,83,40.666666666666664,3,0,3,1.6666666666666667,5,103.0,1,31.0,77,0,4,0,0
0.0,79,0.0,1,0,0,3,0,0,4,13,12,0.6666666666666666,2,33,0,20.444444444444443,139,1567,89,1,122,100.55555555555556,9,0,8,6.888888888888889,47,884.0,2,27.333333333333332,139,1,4,760,2
0.0,66,0.0,6,0,0,9,0,0,0,16,10,0.3333333333333333,0,36,0,19.5,88,2152,268,1,130,39.625,8,0,8,3.25,7,809.0,5,22.75,95,0,20,1,0
0.0,124,0.0,4,0,0,13,1,0,4,30,25,0.6153846153846154,9,45,4,8.758064516129032,204,1858,18,12,222,41.403225806451616,62,0,48,5.17741935483871,78,800.578947368421,19,13.935483870967742,204,0,8,727,0
0.0,27,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,3,3,0,25.0,48,501,67,0,46,20.5,2,0,2,2.0,4,34.0,1,27.0,48,0,2,367,0
0.0,73,0.0,5,0,0,10,5,0,5,10,0,0.0,10,10,18,31.333333333333332,98,864,47,1,117,61.166666666666664,6,0,6,11.833333333333334,52,92.25,4,43.166666666666664,98,0,2,581,0
0.0,26,0.0,0,0,0,3,2,0,2,5,3,0.3333333333333333,3,5,0,16.357142857142858,99,5707,200,7,74,127.07142857142857,28,0,26,13.714285714285714,78,247.5,8,30.071428571428573,100,1,2,84,0
0.0,85,0.0,0,0,0,17,0,0,0,20,20,1.0,13,40,0,54.2,506,4130,386,2,531,51.6,10,0,8,1.1,4,1321.2,5,55.3,506,0,1,264,0
0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,27.0,27,218,0,0,27,60.0,1,0,1,0.0,0,223.0,1,27.0,27,0,1,218,0
0.0,18,0.0,0,0,0,4,0,0,0,4,4,1.0,4,11,0,1906.6666666666667,4770,996,61,0,4872,79.66666666666667,3,0,3,282.6666666666667,523,42.5,2,2189.3333333333335,4770,0,1,813,0
7.526881720430108,93,2.150537634408602,2,7,2,15,0,1,3,15,13,0.8666666666666667,13,41,5,129.0,254,718,56,1,258,75.0,2,0,2,0.0,0,36.0,1,129.0,254,0,17,605,0
0.0,107,0.0,9,0,0,18,9,0,9,18,0,0.0,18,18,12,61.5,117,959,177,0,123,34.5,2,0,2,0.0,0,11.5,2,61.5,117,0,2,605,0
0.0,95,0.0,3,0,0,10,1,0,3,18,13,0.6,8,22,0,105.16666666666667,316,3422,393,1,316,77.5,6,0,6,52.5,314,671.8,5,157.66666666666666,316,0,10,1059,0
0.0,70,0.0,7,0,0,14,7,0,6,14,0,0.0,14,14,0,47.23076923076923,110,4753,59,0,220,97.23076923076923,13,0,11,30.307692307692307,110,335.6,5,77.53846153846153,210,1,3,3986,0
0.0,55,0.0,0,0,0,7,2,0,6,7,5,0.7142857142857143,7,15,0,53.166666666666664,302,941,88,0,304,77.66666666666667,6,0,5,2.5,5,1057.3333333333333,3,55.666666666666664,302,0,3,413,0
0.0,184,0.0,1,0,0,16,0,0,4,46,45,0.9375,1,35,0,22.66,651,1719,33,5,781,57.04,50,0,31,07.04,57,822.3333333333334,6,29.7,651,0,7,45,0
0.0,68,0.0,0,0,0,8,0,1,0,14,14,1.0,8,35,0,5.216666666666667,75,2433,38,4,144,75.36666666666666,60,0,50,2.816666666666667,16,1543.1666666666667,12,8.033333333333333,75,2,10,116,0
0.0,15,0.0,1,0,0,1,0,0,0,1,0,0.0,0,1,0,127.57142857142857,853,1371,165,0,780,68.42857142857143,7,0,7,16.142857142857142,78,1282.2,5,143.71428571428572,853,0,2,216,0
0.0,44,0.0,0,0,0,2,0,0,2,6,6,1.0,2,19,2,10.642857142857142,69,1568,69,1,95,54.0,14,0,12,3.857142857142857,38,262.4,5,14.5,77,0,9,599,0
0.0,60,0.0,2,0,0,7,0,0,1,10,8,0.7142857142857143,6,23,0,7.666666666666667,46,925,45,2,120,79.55555555555556,18,0,11,1.0,5,447.0,6,8.666666666666666,46,0,10,99,0
0.0,176,0.0,4,0,0,11,0,5,8,20,16,0.6363636363636364,9,50,0,55.0,227,1163,103,5,209,91.75,8,0,3,28.875,172,510.0,3,83.875,340,1,10,333,1
0.0,40,0.0,2,0,0,5,0,0,2,6,4,0.6,5,11,0,22.333333333333332,62,1129,307,1,62,67.0,3,0,3,1.6666666666666667,3,63.666666666666664,3,24.0,62,1,3,207,0
0.0,131,0.0,4,0,0,16,0,0,4,24,20,0.75,15,75,0,41.142857142857146,153,2803,321,0,204,64.0,7,0,7,12.0,49,827.0,3,53.142857142857146,153,0,5,552,1
0.0,59,0.0,1,0,0,4,0,0,0,13,12,0.75,1,20,0,21.9,86,2565,159,1,185,41.7,10,0,9,3.4,14,335.75,4,25.3,86,0,13,967,0
0.0,18,0.0,0,0,0,6,0,0,0,6,6,1.0,0,6,0,49.0,97,1706,31,0,95,104.5,2,0,2,1.5,3,110.5,2,50.5,97,0,11,1644,0
0.0,98,0.0,1,0,0,7,1,0,3,19,17,0.7142857142857143,3,74,0,20.9,158,814,70,1,144,53.7,10,0,6,6.5,32,85.5,4,27.4,158,0,4,114,0
0.0,18,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,14442.666666666666,39870,464,70,0,40046,45.666666666666664,3,0,3,1094.0,3268,50.0,2,15536.666666666666,39870,0,2,253,0
0.0,69,0.0,1,0,0,4,0,0,6,10,9,0.75,4,32,0,102.0,142,185,16,1,129,96.5,2,0,2,37.5,75,558.0,2,139.5,142,0,5,153,0
0.0,70,0.0,9,0,0,9,0,0,0,9,0,0.0,9,9,9,145.0,145,704,0,0,145,20.0,1,0,1,0.0,0,9.0,1,145.0,145,0,1,704,0
0.8958566629339306,1786,0.0,10,16,0,128,2,0,53,302,289,0.90625,74,631,23,50.07142857142857,573,2912,25,20,2425,65.95535714285714,112,0,103,28.419642857142858,791,69.7741935483871,31,78.49107142857143,1304,5,94,71,2
0.0,35,0.0,0,0,0,2,0,0,0,7,7,1.0,2,4,0,475.0,1473,698,161,2,1893,52.5,4,0,3,1.75,7,324.5,2,476.75,1473,1,1,54,0
0.0,12,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,11.0,56,4129,595,0,58,122.66666666666667,6,0,6,1.3333333333333333,6,3829.0,1,12.333333333333334,56,0,3,556,0
0.0,13,0.0,0,0,0,2,0,0,0,3,3,1.0,0,3,0,7.714285714285714,20,3315,396,0,33,35.142857142857146,7,0,7,3.0,14,345.8,5,10.714285714285714,25,0,2,543,0
0.0,14,0.0,0,0,0,4,0,0,0,4,4,1.0,4,4,0,32.785714285714285,229,1000,5,1,209,42.285714285714285,14,0,12,17.857142857142858,90,202.0,1,50.642857142857146,229,2,1,928,0
0.0,106,0.0,7,0,0,9,0,0,0,18,11,0.2222222222222222,7,9,0,56.8,160,1224,51,0,238,57.2,5,0,4,9.2,24,71.0,3,66.0,160,0,40,968,0
0.0,346,0.0,27,0,0,57,27,0,0,60,6,0.05263157894736842,57,57,30,277.93333333333334,3570,371,20,0,3285,77.0,15,0,14,58.93333333333333,504,247.16666666666666,6,336.8666666666667,3570,4,121,59,0
0.0,48,0.0,0,0,0,3,0,0,0,6,6,1.0,0,32,0,28.0,77,2740,140,0,77,157.33333333333334,3,0,3,2.3333333333333335,7,1257.3333333333333,3,30.333333333333332,77,1,2,2319,0
0.0,244,0.0,0,0,0,13,0,1,13,52,52,1.0,12,50,0,38.77777777777778,333,4129,440,1,334,125.66666666666667,9,0,9,1.6666666666666667,6,3829.0,1,40.44444444444444,333,1,14,169,0
0.0,51,0.0,0,0,0,3,0,0,0,12,12,1.0,1,29,0,39.333333333333336,109,782,169,1,110,50.0,3,0,3,2.6666666666666665,7,833.6666666666666,3,42.0,109,0,7,273,0
0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,44.54761904761905,658,3859,66,19,1551,157.54761904761904,42,0,42,7.619047619047619,67,514.0,8,52.166666666666664,658,2,1,1069,0
0.0,102,0.0,3,0,0,7,3,5,0,11,5,0.14285714285714285,7,37,0,46.333333333333336,136,1046,206,1,136,134.33333333333334,3,0,3,1.0,2,303.5,2,47.333333333333336,136,0,11,427,0
0.0,11,0.0,0,0,0,1,0,1,0,1,1,1.0,1,3,1,24.666666666666668,67,1472,32,0,36,92.33333333333333,3,0,3,12.666666666666666,25,158.33333333333334,3,37.333333333333336,67,0,1,1374,0
0.0,129,0.0,6,0,0,14,0,0,1,25,19,0.5714285714285714,14,24,0,76.5,139,90,1,0,146,32.0,2,0,2,3.5,7,6.0,1,80.0,139,0,6,88,1
0.0,27,0.0,0,0,0,2,0,0,1,4,4,1.0,1,5,0,20.0,58,1385,421,1,58,51.0,3,0,3,0.6666666666666666,1,479.6666666666667,3,20.666666666666668,58,0,2,122,0
0.0,553,0.0,9,0,0,40,11,0,23,111,87,0.5,24,211,0,403.5,806,556,50,0,806,45.0,2,0,2,0.5,1,1709.0,2,404.0,806,0,34,456,2
0.0,21,0.0,2,0,0,3,0,0,0,3,1,0.3333333333333333,3,3,0,38.65,1067,4347,30,53,1428,78.56666666666666,60,0,52,14.85,229,1285.25,4,53.5,1067,0,1,2520,0
0.0,168,0.0,1,0,0,21,0,0,0,22,21,0.9523809523809523,16,122,0,62.0,240,1533,245,1,240,92.25,4,0,4,2.0,6,1067.0,2,64.0,240,1,4,552,0
0.0,28,0.0,0,0,0,1,0,0,1,3,3,1.0,0,17,0,78.5,1337,3899,94,26,2574,83.925,40,0,35,14.15,135,647.8181818181819,11,92.65,1337,2,1,106,0
11.11111111111111,9,0.0,0,1,0,2,0,0,0,2,2,1.0,0,3,0,21.333333333333332,55,396,20,1,60,60.0,3,0,3,1.3333333333333333,3,208.0,2,22.666666666666668,55,0,5,336,0
0.0,40,0.0,0,0,0,1,0,0,2,2,2,1.0,1,2,0,12.1875,57,2492,121,2,67,67.9375,16,0,13,8.0,51,1291.4285714285713,7,20.1875,103,1,10,556,0
0.0,158,0.0,0,0,0,14,0,0,0,41,41,1.0,7,20,0,14.666666666666666,187,2594,165,1,191,59.06666666666667,15,0,11,1.9333333333333333,7,1783.5,6,16.6,187,0,3,116,0
0.0,57,0.0,2,0,0,6,2,0,0,9,5,0.3333333333333333,6,18,0,137.0,137,1082,2,1,137,18.5,2,0,2,68.5,137,121.0,2,205.5,274,0,1,1077,0
0.0,32,0.0,1,0,0,3,1,0,0,5,3,0.3333333333333333,3,8,0,88.0,88,1082,2,1,88,18.5,2,0,2,44.0,88,121.0,2,132.0,176,0,1,1077,0
0.0,7,0.0,0,0,0,1,0,0,0,1,1,1.0,0,6,0,33.2,158,198,33,0,158,46.2,5,0,4,1.6,3,587.6,5,34.8,158,0,5,32,0
0.0,25,0.0,4,0,0,4,0,0,1,4,0,0.0,4,4,0,21.147286821705425,241,4649,33,78,1214,73.47286821705427,129,0,114,11.736434108527131,194,980.8571428571429,7,32.883720930232556,250,18,1,374,0
0.0,237,0.0,4,0,0,26,4,0,3,46,34,0.6923076923076923,23,49,0,277.6,1289,3378,78,2,2895,62.8,20,0,19,132.85,1235,285.45454545454544,11,410.45,1579,0,19,1810,0
0.0,24,0.0,1,0,0,3,1,0,2,3,1,0.3333333333333333,3,3,0,20.642857142857142,125,1316,46,6,435,66.89285714285714,28,0,27,5.107142857142857,18,1671.0,5,25.75,125,3,3,13,0
0.0,261,0.0,6,0,0,33,3,0,7,54,45,0.7272727272727273,28,83,0,31.454545454545453,377,1332,50,0,471,46.5,22,0,21,10.045454545454545,61,829.8,5,41.5,377,1,20,224,1
0.0,21,0.0,0,0,0,1,0,0,0,3,3,1.0,1,10,0,10.222222222222221,32,2174,61,2,70,63.388888888888886,18,0,18,6.333333333333333,26,427.3333333333333,3,16.555555555555557,58,0,3,1065,0
0.0,46,0.0,3,0,0,5,0,0,3,7,4,0.4,4,9,0,18.0,74,379,60,1,74,80.6,5,0,3,3.2,11,204.0,2,21.2,74,1,2,79,0
0.0,357,0.0,0,0,0,41,0,0,6,73,73,1.0,30,222,0,358.3333333333333,712,3491,497,0,713,29.833333333333332,6,0,3,239.5,712,1592.0,2,597.8333333333334,712,0,13,506,0
0.0,29,0.0,0,0,0,2,0,0,0,5,5,1.0,1,15,0,29.0,79,351,62,0,78,30.666666666666668,3,0,3,3.0,5,21.0,3,32.0,79,0,4,164,0
0.0,212,0.0,0,0,0,6,0,7,1,42,42,1.0,5,97,0,29.725490196078432,481,4965,66,4,580,108.76470588235294,51,0,42,18.352941176470587,255,1220.6,5,48.07843137254902,481,3,90,1584,0
0.0,27,0.0,3,0,0,3,0,0,3,3,0,0.0,3,3,0,38.0,38,1082,2,1,38,18.5,2,0,2,19.0,38,121.0,2,57.0,76,0,4,1077,0
0.0,70,0.0,0,0,0,8,0,1,0,13,13,1.0,7,30,0,23.0,80,3019,250,1,107,29.714285714285715,7,0,5,7.714285714285714,28,1447.0,1,30.714285714285715,80,1,2,1268,0
0.0,102,0.0,0,0,0,50,0,0,0,50,50,1.0,0,50,0,4621.0,4621,7,0,0,4621,106.0,1,0,1,0.0,0,122.0,1,4621.0,4621,0,56,7,0
0.0,14,0.0,1,0,0,1,0,0,2,1,0,0.0,1,1,0,17.363636363636363,143,4969,206,0,127,42.90909090909091,11,0,10,5.818181818181818,52,519.0,5,23.181818181818183,143,0,2,2698,0
0.0,148,0.0,0,0,0,9,0,0,5,28,28,1.0,5,77,0,279.5,280,1082,2,1,280,18.5,2,0,2,139.5,279,121.0,2,419.0,558,0,7,1077,0
0.0,26,0.0,1,0,0,2,0,0,1,2,1,0.5,2,15,0,16.0,59,465,115,0,61,50.25,4,0,4,0.75,1,2627.6666666666665,3,16.75,59,0,5,3,0
0.0,43,0.0,0,0,0,5,0,0,0,11,11,1.0,3,22,0,4.6,28,2653,74,3,111,50.6,35,0,28,1.4285714285714286,7,1592.3,10,6.0285714285714285,28,1,6,54,0
0.0,71,0.0,0,0,0,3,0,0,1,18,18,1.0,0,32,0,49.6,123,2733,361,0,246,86.8,5,0,5,0.4,2,721.0,3,50.0,123,0,2,928,0
0.0,107,0.0,4,0,0,8,0,2,5,15,11,0.5,8,40,0,24.4,153,528,52,1,197,101.3,10,0,10,4.7,31,661.5,4,29.1,153,1,13,5,0
0.3460207612456747,289,0.0,4,1,0,22,0,0,14,45,41,0.8181818181818182,12,113,0,93.75,289,322,45,2,363,54.75,4,0,4,3.0,7,981.5,2,96.75,289,0,5,142,0
0.0,442,0.0,0,0,0,16,4,3,2,129,123,0.75,5,34,0,351.75,898,1069,88,1,1389,31.75,4,0,3,4.5,17,49.0,2,356.25,915,0,29,717,0
0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,33.333333333333336,86,1372,38,0,94,17.0,3,0,3,2.0,6,939.0,1,35.333333333333336,86,0,3,1256,0
0.0,35,0.0,4,0,0,5,0,0,3,6,1,0.2,5,7,0,51.68292682926829,764,1359,28,10,912,45.36585365853659,41,0,36,29.4390243902439,330,972.2,15,81.1219512195122,764,5,3,209,0
0.0,64,0.0,0,0,0,7,0,0,2,13,13,1.0,1,21,0,11.25,43,4443,232,0,102,49.4375,16,0,13,4.875,25,1364.75,4,16.125,53,1,22,731,0
0.0,113,0.0,9,0,0,19,8,0,11,21,3,0.10526315789473684,19,29,0,20.0,171,4744,193,8,205,110.42857142857143,21,0,21,10.238095238095237,171,5930.666666666667,6,30.238095238095237,342,0,6,683,0
0.0,41,0.0,0,0,0,2,0,0,4,7,7,1.0,2,5,0,40.5,73,3535,7,0,73,93.5,2,0,2,4.0,8,112.5,2,44.5,73,0,5,3520,0
0.0,241,0.0,0,0,0,7,0,0,0,10,10,1.0,7,266,0,81.6,313,660,31,1,337,88.0,5,0,4,14.2,69,770.3333333333334,3,95.8,313,0,3,501,0
0.0,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,26.375,132,641,0,0,197,52.875,8,0,1,1.75,7,286.75,4,28.125,132,0,2,641,0
0.0,108,0.0,12,0,0,13,0,0,10,14,2,0.07692307692307693,13,17,0,43.2,259,1262,64,0,133,57.1,10,0,7,29.9,250,1034.6666666666667,6,73.1,259,1,12,620,0
0.0,13,0.0,0,0,0,1,0,0,0,3,3,1.0,1,8,0,81.0,144,1786,24,0,162,61.5,2,0,2,0.0,0,140.0,2,81.0,144,0,3,1737,0
0.0,26,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,4079.5,31756,1867,5,23,173575,49.69897959183673,196,0,142,3193.9132653061224,123120,323.0,13,7273.413265306122,154876,1,2,700,0
0.0,26,0.0,0,0,0,3,0,0,0,5,5,1.0,0,11,0,10.9,73,3518,253,3,56,58.7,10,0,10,5.3,37,1953.0,8,16.2,73,0,2,983,0
0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,20.060606060606062,128,1735,51,0,402,71.12121212121212,33,0,30,7.878787878787879,103,242.5,10,27.939393939393938,177,2,5,20,0
0.0,295,0.0,0,0,0,23,0,0,18,50,50,1.0,14,276,0,28.90909090909091,506,1468,17,9,518,57.13636363636363,22,0,21,5.363636363636363,59,79.11111111111111,9,34.27272727272727,506,0,19,1083,0
0.0,40,0.0,0,0,0,1,0,0,0,6,6,1.0,1,33,0,18.0625,177,2067,114,3,86,57.1875,16,0,15,12.6875,128,355.25,4,30.75,177,0,5,238,0
0.0,110,0.0,7,0,0,15,7,0,0,19,5,0.06666666666666667,15,27,0,208.0,208,1082,2,1,208,18.5,2,0,2,104.0,208,121.0,2,312.0,416,0,1,1077,1
0.0,16,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,27.6,39,1102,16,0,69,170.4,5,0,4,13.8,39,1515.0,1,41.4,50,0,1,1021,0
0.0,45,0.0,0,0,0,3,0,0,4,5,5,1.0,1,15,0,27.0,80,914,147,1,86,52.0,4,0,4,5.5,13,150.0,4,32.5,80,0,1,326,0
0.0,97,0.0,0,0,0,5,0,0,0,13,13,1.0,4,26,0,42.529411764705884,494,2647,51,5,1203,71.19607843137256,51,0,49,18.941176470588236,494,1214.3125,16,61.470588235294116,494,1,2,11,0
0.0,35,0.0,1,0,0,5,0,0,1,5,4,0.8,4,7,0,17.46153846153846,70,2786,204,0,70,59.61538461538461,13,0,10,12.076923076923077,70,2761.5,2,29.53846153846154,70,1,4,126,0
0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,12.142857142857142,42,672,61,0,50,56.0,7,0,7,5.0,14,236.0,5,17.142857142857142,42,0,1,239,0
0.0,47,2.127659574468085,1,0,1,4,1,0,2,4,2,0.5,4,29,0,47.2,156,150,28,0,216,35.4,5,0,4,4.0,17,206.0,2,51.2,156,0,1,6,0
0.0,71,0.0,0,0,0,7,0,0,0,16,16,1.0,6,62,0,49.333333333333336,112,511,104,1,109,27.333333333333332,3,0,3,13.0,35,70.0,2,62.333333333333336,112,0,7,197,0
0.0,317,0.0,25,0,0,55,3,0,6,65,37,0.4909090909090909,53,90,0,106.75,351,1013,161,0,356,19.0,4,0,4,17.75,56,31.666666666666668,3,124.5,351,0,17,367,0
0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,0,1,0,12.333333333333334,18,162,15,1,32,50.0,3,0,3,1.6666666666666667,5,417.5,2,14.0,18,0,2,117,0
0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,12.444444444444445,70,973,98,0,65,31.555555555555557,9,0,8,5.222222222222222,17,840.25,4,17.666666666666668,70,0,2,87,0
0.0,59,0.0,4,0,0,11,0,0,0,15,11,0.6363636363636364,9,24,0,222.0,626,1675,221,0,646,63.666666666666664,3,0,3,6.666666666666667,20,377.6666666666667,3,228.66666666666666,626,0,30,1011,0
0.0,53,0.0,0,0,0,2,0,0,0,10,10,1.0,1,44,0,30.857142857142858,359,1191,30,5,596,61.035714285714285,28,0,24,9.571428571428571,120,193.93333333333334,15,40.42857142857143,359,0,8,326,0
0.0,13,0.0,1,0,0,2,0,0,0,2,1,0.5,1,4,0,13.75,51,2302,50,0,51,54.5,4,0,4,1.0,3,34.333333333333336,3,14.75,51,1,3,2101,0
0.0,24,0.0,0,0,0,1,0,0,3,2,2,1.0,1,4,0,35.0,68,630,25,1,68,55.0,2,0,2,1.0,2,177.0,2,36.0,68,0,3,579,0
0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,1,6,0,12.923076923076923,29,1135,69,2,48,48.0,13,0,11,9.23076923076923,25,116.33333333333333,9,22.153846153846153,54,1,2,233,0
0.0,843,0.0,0,0,0,42,0,0,7,212,212,1.0,37,240,0,3726.467391304348,77001,455,4,7,147965,44.19565217391305,92,0,48,2118.1521739130435,75898,1380.0,3,5844.619565217391,151796,2,20,17,0
0.0,10,0.0,0,0,0,4,0,0,0,4,4,1.0,0,4,0,28.88888888888889,103,3052,291,1,42,98.44444444444444,9,0,9,24.22222222222222,149,736.3333333333334,6,53.111111111111114,157,2,3,427,0
0.0,123,0.0,1,0,0,18,0,0,3,25,24,0.9444444444444444,16,51,0,29.428571428571427,183,826,99,2,184,60.57142857142857,7,0,7,3.142857142857143,6,635.6666666666666,3,32.57142857142857,183,0,7,127,0
0.0,45,0.0,0,0,0,5,0,0,0,6,6,1.0,5,24,0,33.5,146,4674,155,3,77,44.72727272727273,22,0,19,30.0,146,2391.0,10,63.5,292,0,10,1264,0
0.0,48,0.0,0,0,0,2,0,0,0,11,11,1.0,2,19,0,4079.5,31756,1867,5,23,173575,49.69897959183673,196,0,142,3193.9132653061224,123120,323.0,13,7273.413265306122,154876,1,2,700,0
0.0,17,0.0,0,0,0,1,0,0,2,1,1,1.0,1,4,0,66.0,188,1,0,0,171,53.0,3,0,2,9.0,26,3578.3333333333335,3,75.0,188,0,7,0,0
0.0,114,0.0,0,0,0,3,0,0,19,27,27,1.0,3,28,0,759.0,759,284,0,0,759,23.0,1,0,1,0.0,0,1.0,1,759.0,759,0,1,284,0
2.727272727272727,110,0.0,0,3,0,8,0,0,3,17,17,1.0,2,51,3,32.42857142857143,163,1011,115,0,160,40.57142857142857,7,0,7,9.571428571428571,30,133.66666666666666,3,42.0,163,0,15,205,0
0.0,17,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,19.161290322580644,321,1207,19,2,331,43.516129032258064,62,0,48,13.82258064516129,205,1905.6666666666667,9,32.983870967741936,321,7,2,2,0
0.0,15,0.0,0,0,0,3,0,0,0,3,3,1.0,3,3,0,7.434782608695652,29,3921,156,3,95,84.0,23,0,19,3.3043478260869565,27,933.6,5,10.73913043478261,32,0,4,319,0
0.0,68,0.0,1,0,0,4,0,0,0,12,11,0.75,4,26,0,15.9375,93,3279,180,6,116,152.5625,16,0,14,8.6875,93,997.6666666666666,3,24.625,186,0,2,396,0
0.0,14,0.0,0,0,0,0,0,1,0,0,0,0,0,2,0,31.0,61,3493,271,0,60,96.66666666666667,3,0,2,11.0,32,713.0,1,42.0,63,0,1,2679,0
