SampleId,SampleType,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations
3790799,CLASS,0.0,129,0.0,0,0,0,12,0,7,1,21,21,1.0,10,28,1
7961760,CLASS,0.0,105,0.0,1,0,0,9,1,0,6,13,11,0.7777777777777778,3,39,0
4440978,CLASS,0.0,21,0.0,0,0,0,1,0,0,1,1,1,1.0,1,13,0
5901667,CLASS,0.0,35,0.0,6,0,0,6,0,0,2,6,0,0.0,6,6,0
6613156,CLASS,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0
6019048,CLASS,0.0,13,0.0,1,0,0,2,1,0,0,2,0,0.0,2,2,1
9380244,CLASS,0.0,55,0.0,2,0,0,6,0,0,2,8,6,0.6666666666666666,6,11,0
3785267,CLASS,0.0,27,0.0,0,0,0,2,0,0,0,4,4,1.0,2,3,0
8168864,CLASS,0.0,41,0.0,1,0,0,7,0,0,0,7,6,0.8571428571428571,7,17,0
8963673,CLASS,0.0,29,0.0,0,0,0,1,0,0,0,5,5,1.0,1,3,0
6084033,CLASS,0.0,97,0.0,0,0,0,10,0,0,0,36,36,1.0,3,21,0
7280795,CLASS,0.0,114,0.0,6,0,0,11,0,0,0,16,10,0.45454545454545453,11,48,0
6434677,CLASS,0.0,27,0.0,2,0,0,4,0,1,0,4,2,0.5,2,7,0
7361930,CLASS,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,0,4,0
6847448,CLASS,0.0,31,0.0,0,0,0,2,0,0,0,2,2,1.0,1,43,0
5543924,CLASS,0.0,72,0.0,0,0,0,5,0,0,0,5,5,1.0,5,60,0
4028511,CLASS,0.0,62,0.0,6,0,0,10,0,0,1,12,6,0.4,0,21,0
9491780,CLASS,0.0,67,0.0,0,0,0,3,0,3,14,3,3,1.0,3,33,0
4882061,CLASS,0.0,25,0.0,0,0,0,2,0,0,4,2,2,1.0,2,7,0
5252079,CLASS,0.0,63,0.0,0,0,0,3,0,0,2,11,11,1.0,3,18,0
6174632,CLASS,0.0,31,0.0,0,0,0,2,0,0,0,4,4,1.0,2,10,0
6661908,CLASS,0.0,190,0.0,4,0,0,14,2,0,2,43,37,0.5714285714285714,13,106,2
6075386,CLASS,1.6129032258064515,186,2.6881720430107525,10,3,5,23,0,5,8,27,17,0.5652173913043478,17,98,0
8987975,CLASS,0.0,355,0.0,9,0,0,37,0,0,5,53,44,0.7567567567567568,10,73,0
4189945,CLASS,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
5305226,CLASS,0.0,147,0.0,1,0,0,21,0,0,4,41,40,0.9523809523809523,19,31,0
8190064,CLASS,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
9394020,CLASS,0.0,210,0.0,4,0,0,10,0,0,0,45,41,0.6,10,79,0
7280607,CLASS,0.0,122,0.0,6,0,0,12,0,0,0,17,11,0.5,12,54,0
3761009,CLASS,0.0,52,0.0,2,0,0,6,0,0,0,10,8,0.6666666666666666,5,14,0
4493302,CLASS,0.0,222,0.0,17,0,0,26,0,0,13,37,20,0.34615384615384615,23,69,0
7892253,CLASS,0.0,329,0.0,3,0,0,9,0,8,12,51,47,0.6666666666666666,5,73,0
8533645,CLASS,0.0,162,0.0,9,0,0,18,0,1,10,29,20,0.5,18,43,11
7455825,CLASS,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2
5501417,CLASS,0.0,21,0.0,0,0,0,1,0,0,4,1,1,1.0,1,25,0
8000801,CLASS,0.0,78,0.0,2,0,0,9,2,0,2,17,13,0.5555555555555556,3,18,0
8661940,CLASS,0.0,39,0.0,1,0,0,2,0,0,0,11,10,0.5,2,24,0
7395810,CLASS,0.0,52,0.0,3,0,0,4,0,1,0,4,1,0.25,4,7,2
4229996,CLASS,0.0,142,0.0,6,0,0,13,0,0,7,17,10,0.5384615384615384,13,27,0
6470076,CLASS,0.0,371,0.0,0,0,0,8,0,0,0,62,62,1.0,0,125,0
8284183,CLASS,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
8442950,CLASS,0.0,308,0.0,28,0,0,58,28,4,28,58,2,0.034482758620689655,58,60,0
9331054,CLASS,0.0,46,0.0,2,0,0,6,1,0,1,6,3,0.5,6,12,0
9221780,CLASS,0.0,30,0.0,0,0,0,1,0,0,0,11,11,1.0,1,1,0
8457240,CLASS,0.0,270,0.37037037037037035,1,0,1,15,0,0,15,48,47,0.9333333333333333,3,83,0
7879255,CLASS,0.0,80,0.0,2,0,0,8,0,1,4,11,9,0.75,6,18,0
8608593,CLASS,0.0,33,0.0,1,0,0,4,0,0,2,4,3,0.75,2,8,0
4708154,CLASS,0.0,27,0.0,0,0,0,1,0,0,0,5,5,1.0,1,10,0
8588757,CLASS,0.0,66,0.0,2,0,0,6,0,0,0,18,16,0.6666666666666666,5,20,0
5585616,CLASS,0.0,70,0.0,4,0,0,8,1,3,3,9,4,0.375,7,26,0
9542671,CLASS,0.0,17,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0
4829954,CLASS,0.0,11,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
4774610,CLASS,0.0,30,0.0,0,0,0,4,0,0,0,7,7,1.0,1,11,0
4179381,CLASS,0.0,43,0.0,2,0,0,6,0,0,0,7,5,0.6666666666666666,5,24,0
3985009,CLASS,11.11111111111111,72,0.0,0,8,0,8,0,0,0,14,14,1.0,8,57,0
8024325,CLASS,0.0,47,2.127659574468085,0,0,1,3,0,0,5,8,8,1.0,1,20,5
6288812,CLASS,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,0,3,0
8790597,CLASS,0.0,55,0.0,0,0,0,2,0,0,0,10,10,1.0,2,20,0
6026896,CLASS,0.0,219,0.0,20,0,0,28,0,2,23,29,9,0.2857142857142857,16,69,0
5666367,CLASS,0.0,27,0.0,1,0,0,4,1,0,3,4,2,0.5,4,7,0
6510757,CLASS,0.0,36,0.0,0,0,0,5,0,0,0,7,7,1.0,4,12,0
6330576,CLASS,0.0,32,0.0,2,0,0,4,2,0,3,4,0,0.0,4,4,0
7762191,CLASS,0.0,19,0.0,2,0,0,2,0,0,1,2,0,0.0,2,2,0
8169750,CLASS,0.0,30,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0
4481500,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,5,0
5627187,CLASS,0.0,40,0.0,1,0,0,5,1,0,2,6,4,0.6,4,10,0
9402805,CLASS,0.0,222,0.0,9,0,0,19,0,0,10,53,44,0.5263157894736842,15,111,0
4069688,CLASS,0.0,14,0.0,0,0,0,2,0,0,0,3,3,1.0,2,12,0
8836840,CLASS,0.0,81,0.0,7,0,0,10,0,0,1,17,10,0.3,10,22,0
4095326,CLASS,0.0,15,0.0,1,0,0,1,0,0,2,1,0,0.0,1,1,0
7619958,CLASS,0.0,18,0.0,1,0,0,2,0,0,0,2,1,0.5,1,5,0
4243459,CLASS,0.0,18,0.0,0,0,0,8,0,0,0,8,8,1.0,0,8,0
4995621,CLASS,0.0,60,0.0,0,0,0,3,0,0,5,6,6,1.0,3,25,2
4847579,CLASS,0.0,98,0.0,3,0,0,8,0,3,6,18,15,0.625,8,26,0
9234588,CLASS,0.0,44,0.0,0,0,0,1,0,0,0,10,10,1.0,1,21,0
4869703,CLASS,0.0,192,0.0,1,0,0,17,0,0,12,32,31,0.9411764705882353,13,36,0
8601637,CLASS,0.0,157,0.0,5,0,0,12,3,0,11,19,11,0.3333333333333333,11,60,0
6438819,CLASS,0.0,74,0.0,6,0,0,9,0,3,0,9,3,0.3333333333333333,9,16,0
8285514,CLASS,1.6666666666666667,240,4.166666666666667,0,4,10,31,3,0,4,50,46,0.9032258064516129,20,156,0
3756805,CLASS,0.0,99,0.0,4,0,0,10,0,0,6,19,15,0.6,10,34,0
4078869,CLASS,0.0,54,0.0,1,0,0,5,0,0,1,5,4,0.8,1,5,0
8945301,CLASS,0.0,75,0.0,1,0,0,3,0,0,5,11,10,0.6666666666666666,2,52,0
8611383,CLASS,0.0,68,0.0,4,0,0,6,0,0,2,15,11,0.3333333333333333,6,20,0
5162987,CLASS,0.0,41,0.0,0,0,0,2,0,0,1,8,8,1.0,1,30,0
9503231,CLASS,0.0,86,0.0,4,0,0,11,0,0,5,17,13,0.6363636363636364,9,15,0
5871795,CLASS,0.0,118,0.0,0,0,0,8,0,0,7,16,16,1.0,6,63,0
5937980,CLASS,0.0,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
4142085,CLASS,0.0,41,0.0,0,0,0,18,0,0,0,18,18,1.0,0,18,0
7594410,CLASS,0.0,65,0.0,2,0,0,7,0,0,1,14,12,0.7142857142857143,7,16,0
5114470,CLASS,0.0,26,0.0,1,0,0,4,0,0,0,4,3,0.75,4,5,0
6174968,CLASS,2.0100502512562812,199,0.0,3,4,0,22,1,0,3,27,23,0.8181818181818182,18,88,7
4258053,CLASS,0.0,68,0.0,1,0,0,2,0,0,2,10,9,0.5,1,32,0
7017211,CLASS,0.0,33,0.0,0,0,0,2,0,0,2,4,4,1.0,2,18,0
8604623,CLASS,0.0,56,0.0,0,0,0,3,0,1,2,5,5,1.0,2,16,0
9017155,CLASS,0.0,141,0.0,0,0,0,18,0,1,0,29,29,1.0,8,42,0
5338390,CLASS,0.0,28,0.0,1,0,0,2,0,0,2,4,3,0.5,2,8,0
7899639,CLASS,4.098360655737705,122,0.0,1,5,0,6,0,0,4,19,18,0.8333333333333334,5,108,0
5279258,CLASS,0.0,24,0.0,1,0,0,3,0,0,1,3,2,0.6666666666666666,3,3,0
7244146,CLASS,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0
7139571,CLASS,0.0,135,0.0,0,0,0,9,0,0,1,32,32,1.0,4,64,0
3863486,CLASS,0.0,44,0.0,1,0,0,7,0,0,0,7,6,0.8571428571428571,7,16,2
5798457,CLASS,0.0,25,0.0,0,0,0,3,0,0,1,4,4,1.0,3,10,0
4686917,CLASS,0.0,34,0.0,2,0,0,5,0,0,1,5,3,0.6,5,9,0
5461108,CLASS,3.8461538461538463,26,0.0,0,1,0,2,0,0,1,5,5,1.0,2,11,0
4243718,CLASS,0.0,75,0.0,1,0,0,8,0,1,3,14,13,0.875,7,16,0
7229025,CLASS,17.5,40,2.5,1,7,1,6,0,0,0,6,5,0.8333333333333334,6,20,0
6880454,CLASS,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,1,7,0
9553496,CLASS,0.0,212,0.0,1,0,0,49,0,0,0,49,48,0.9795918367346939,46,51,0
4503220,CLASS,0.0,115,0.0,5,0,0,14,0,4,14,14,9,0.6428571428571429,14,18,0
5052296,CLASS,0.0,109,0.0,0,0,0,13,12,0,12,13,1,0.07692307692307693,13,32,17
5002069,CLASS,0.0,59,0.0,1,0,0,4,0,0,3,10,9,0.75,3,18,0
3725605,CLASS,0.0,123,0.0,8,0,0,16,0,0,4,29,19,0.5,8,50,0
7784103,CLASS,0.0,66,0.0,1,0,0,10,1,0,2,13,10,0.8,5,18,0
8560901,CLASS,0.0,97,0.0,0,0,0,2,0,0,0,17,17,1.0,2,47,0
5576325,CLASS,0.0,53,0.0,0,0,0,4,0,0,0,12,12,1.0,1,39,0
6492058,CLASS,0.0,288,0.0,0,0,0,143,0,0,0,143,143,1.0,143,143,0
8784533,CLASS,0.0,23,0.0,0,0,0,3,0,0,1,4,4,1.0,3,4,0
7072307,CLASS,0.0,119,0.0,1,0,0,12,1,0,2,26,23,0.8333333333333334,0,34,0
7110843,CLASS,0.0,100,0.0,0,0,0,4,0,0,3,24,24,1.0,4,31,0
4113343,CLASS,0.0,120,0.0,0,0,0,5,0,0,2,21,21,1.0,2,47,0
5598779,CLASS,0.0,245,0.0,0,0,0,14,0,0,8,44,44,1.0,7,178,0
8002487,CLASS,0.0,406,0.0,0,0,0,2,0,0,1,2,2,1.0,1,1166,0
7362051,CLASS,0.0,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
7130892,CLASS,0.0,32,0.0,1,0,0,4,0,0,0,7,6,0.75,4,7,0
4345393,CLASS,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,3,0
9272415,CLASS,0.0,181,0.0,1,0,0,2,0,0,0,2,1,0.5,1,147,0
5517044,CLASS,0.0,395,0.0,22,0,0,47,22,0,24,59,15,0.06382978723404255,46,91,0
5062548,CLASS,0.0,131,0.0,7,0,0,17,0,3,10,20,13,0.5882352941176471,17,28,0
8871773,CLASS,0.0,35,0.0,0,0,0,2,0,0,0,8,8,1.0,2,20,0
4691632,CLASS,0.0,33,0.0,1,0,0,4,0,0,2,4,3,0.75,4,12,1
7074545,CLASS,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0
6912423,CLASS,0.0,121,0.0,0,0,0,7,0,0,4,23,23,1.0,6,40,0
6073850,CLASS,0.0,64,0.0,0,0,0,3,0,2,0,16,16,1.0,1,29,0
9539121,CLASS,0.0,71,0.0,0,0,0,7,0,1,0,13,13,1.0,6,14,0
3891048,CLASS,0.0,29,0.0,0,0,0,4,0,0,1,5,5,1.0,4,7,0
6308382,CLASS,0.0,18,0.0,0,0,0,8,0,0,0,8,8,1.0,0,8,0
6493330,CLASS,0.0,33,0.0,2,0,0,3,0,1,0,4,2,0.3333333333333333,3,22,0
5319099,CLASS,0.0,54,0.0,0,0,0,2,0,0,0,12,12,1.0,0,6,0
9189634,CLASS,0.0,35,0.0,0,0,0,3,0,0,3,4,4,1.0,3,11,0
5515133,CLASS,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0
5016382,CLASS,0.8620689655172413,116,0.8620689655172413,1,1,1,12,5,0,9,25,19,0.5,9,34,0
5323752,CLASS,0.0,100,0.0,1,0,0,5,0,1,4,14,13,0.8,1,60,0
8240066,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0
5217747,CLASS,0.0,19,0.0,0,0,0,1,0,0,1,2,2,1.0,0,2,0
8958780,CLASS,0.0,26,0.0,1,0,0,3,1,0,1,3,1,0.3333333333333333,3,4,0
7452621,CLASS,0.0,158,0.0,0,0,0,31,0,0,0,36,36,1.0,31,35,0
7363484,CLASS,0.0,44,0.0,2,0,0,5,2,0,0,7,3,0.2,5,10,0
5425598,CLASS,0.0,72,0.0,4,0,0,9,0,0,3,13,9,0.5555555555555556,9,10,0
8677594,CLASS,0.0,16,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0
4955613,CLASS,0.0,18,0.0,1,0,0,3,0,0,2,3,2,0.6666666666666666,3,6,0
8608959,CLASS,0.0,68,0.0,3,0,0,7,0,0,2,14,11,0.5714285714285714,7,21,0
7302347,CLASS,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0
5246871,CLASS,0.0,32,0.0,0,0,0,3,0,0,0,4,4,1.0,1,7,0
4545257,CLASS,0.0,16,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0
8783458,CLASS,0.0,31,0.0,0,0,0,3,0,0,3,4,4,1.0,3,8,0
4331802,CLASS,0.0,69,0.0,1,0,0,2,0,0,8,6,5,0.5,2,27,0
7617518,CLASS,0.0,21,0.0,2,0,0,3,1,0,2,3,0,0.0,3,3,0
7105505,CLASS,0.0,16,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,6,0
4039655,CLASS,0.0,36,0.0,2,0,0,3,0,0,4,4,2,0.3333333333333333,3,5,0
4794476,CLASS,0.0,60,0.0,0,0,0,1,0,0,7,6,6,1.0,0,13,0
8128905,CLASS,0.0,46,0.0,1,0,0,2,0,0,0,7,6,0.5,2,8,0
6512007,CLASS,0.0,93,0.0,0,0,0,3,0,3,1,7,7,1.0,2,58,0
7460730,CLASS,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2
8312832,CLASS,0.0,158,0.0,0,0,0,10,0,0,2,26,26,1.0,3,64,0
4928696,CLASS,0.0,19,0.0,0,0,0,1,0,0,1,2,2,1.0,1,9,0
4292390,CLASS,0.0,148,0.0,0,0,0,12,0,0,3,31,31,1.0,5,58,0
6635481,CLASS,0.0,27,0.0,0,0,0,1,0,0,0,4,4,1.0,1,11,0
9369034,CLASS,1.639344262295082,61,0.0,1,1,0,14,0,0,0,14,13,0.9285714285714286,0,16,0
4063507,CLASS,1.25,80,1.25,3,1,1,11,0,0,0,15,12,0.7272727272727273,10,65,0
5098876,CLASS,0.0,17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
5205041,CLASS,0.0,82,0.0,0,0,0,3,0,0,0,8,8,1.0,0,74,0
4002575,CLASS,0.0,59,0.0,2,0,0,7,0,0,3,11,9,0.7142857142857143,7,14,0
7006068,CLASS,0.0,68,0.0,0,0,0,7,0,0,0,15,15,1.0,1,23,0
6441911,CLASS,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0
4948454,CLASS,0.0,62,0.0,0,0,0,6,0,0,0,12,12,1.0,6,30,3
7247159,CLASS,0.0,149,0.0,3,0,0,16,0,0,3,46,43,0.8125,8,39,0
5359797,CLASS,0.0,1024,0.0,0,0,0,26,0,0,0,270,270,1.0,6,737,0
7429354,CLASS,0.0,78,0.0,0,0,0,7,0,2,0,18,18,1.0,0,32,0
4567462,CLASS,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0
5670638,CLASS,0.0,57,0.0,2,0,0,6,0,0,1,9,7,0.6666666666666666,6,21,3
6442866,CLASS,0.0,153,0.0,2,0,0,9,0,1,0,32,30,0.7777777777777778,3,84,0
8811340,CLASS,0.0,520,0.0,11,0,0,42,3,4,8,109,95,0.6666666666666666,40,106,0
9260596,CLASS,0.0,20,0.0,2,0,0,2,0,0,0,2,0,0.0,0,2,0
3827535,CLASS,0.12755102040816327,784,0.0,1,1,0,58,0,0,5,167,166,0.9827586206896551,46,549,0
6443200,CLASS,0.0,25,0.0,0,0,0,1,0,0,1,5,5,1.0,1,9,0
4435794,CLASS,0.0,29,0.0,1,0,0,4,0,0,0,6,5,0.75,4,6,0
9453983,CLASS,0.0,123,0.0,3,0,0,12,1,0,8,19,15,0.6666666666666666,9,18,0
3972251,CLASS,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0
8962194,CLASS,0.0,1444,0.0,21,0,0,138,18,0,20,292,235,0.717391304347826,127,389,0
4925720,CLASS,1.7647058823529411,170,0.0,1,3,0,9,0,0,12,12,11,0.8888888888888888,5,143,0
5133545,CLASS,0.0,64,0.0,0,0,0,4,0,0,1,14,14,1.0,2,26,0
8347642,CLASS,0.0,91,0.0,6,0,0,7,0,5,6,13,7,0.14285714285714285,7,7,0
3996032,CLASS,0.0,21,0.0,0,0,0,4,0,0,0,4,4,1.0,3,14,0
7786735,CLASS,0.0,17,0.0,1,0,0,1,0,0,1,1,0,0.0,1,3,0
4088995,CLASS,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0
8403578,CLASS,0.0,200,0.0,19,0,0,37,18,0,19,37,0,0.0,37,42,6
4062660,CLASS,0.0,113,0.0,2,0,0,15,0,0,2,21,19,0.8666666666666667,2,40,0
3787706,CLASS,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,4,0
9024840,CLASS,0.0,144,0.0,4,0,0,17,0,0,2,24,20,0.7647058823529411,15,55,0
7412708,CLASS,0.0,22,0.0,1,0,0,2,0,0,0,2,1,0.5,0,14,0
5832025,CLASS,0.0,144,0.0,0,0,0,37,0,34,0,37,37,1.0,36,37,0
6703649,CLASS,0.0,356,0.0,14,0,0,41,0,0,12,83,69,0.6585365853658537,30,65,1
7161553,CLASS,0.0,144,0.0,4,0,0,8,0,2,9,27,23,0.5,7,43,0
8507718,CLASS,0.0,351,0.0,0,0,0,19,0,0,7,75,75,1.0,8,194,0
7136749,CLASS,0.0,18,0.0,0,0,0,1,0,0,1,2,2,1.0,1,2,0
8603648,CLASS,0.0,195,0.0,6,0,0,17,1,0,7,56,49,0.5882352941176471,6,68,4
9395153,CLASS,0.0,236,0.0,1,0,0,5,0,0,15,56,55,0.8,3,53,0
6850586,CLASS,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,1,2,0
6982100,CLASS,0.0,20,0.0,1,0,0,2,0,0,0,2,1,0.5,2,4,0
6048029,CLASS,0.0,260,0.0,9,0,0,24,5,0,1,47,33,0.4166666666666667,24,47,0
4628823,CLASS,0.0,24,0.0,2,0,0,2,0,0,3,2,0,0.0,2,2,0
7790376,CLASS,0.0,111,0.0,3,0,0,17,0,0,4,18,15,0.8235294117647058,6,24,0
7528188,CLASS,0.0,20,0.0,0,0,0,1,0,0,0,4,4,1.0,0,1,0
5857991,CLASS,0.0,239,0.0,1,0,0,15,0,0,8,30,29,0.9333333333333333,13,126,0
4745312,CLASS,0.0,335,0.0,1,0,0,15,1,0,9,62,60,0.8666666666666667,12,112,0
5088331,CLASS,0.0,129,0.0,6,0,0,13,0,1,8,18,12,0.5384615384615384,13,63,0
8192759,CLASS,0.0,19,0.0,1,0,0,3,1,0,1,3,1,0.3333333333333333,3,6,0
7594784,CLASS,0.0,135,0.0,1,0,0,9,2,0,8,27,24,0.6666666666666666,4,53,5
6091805,CLASS,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,13,0
8295936,CLASS,0.0,61,0.0,0,0,0,3,0,0,1,9,9,1.0,2,33,0
3888459,CLASS,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0
8262479,CLASS,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,0
5752718,CLASS,0.0,96,0.0,1,0,0,9,0,0,3,26,25,0.8888888888888888,5,41,0
3732429,CLASS,0.0,3022,0.0,27,0,0,131,8,1,48,561,520,0.732824427480916,105,1045,0
3795599,CLASS,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0
4625995,CLASS,0.0,131,0.0,1,0,0,7,1,0,2,21,17,0.7142857142857143,4,24,0
5704168,CLASS,0.0,46,0.0,0,0,0,5,0,0,2,8,8,1.0,3,17,0
7563790,CLASS,0.35842293906810035,558,0.0,4,2,0,31,0,1,12,126,122,0.8709677419354839,19,156,1
7720470,CLASS,2.727272727272727,110,0.0,0,3,0,6,0,1,0,17,17,1.0,2,65,0
7168351,CLASS,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0
4193150,CLASS,0.0,35,0.0,0,0,0,2,0,0,0,8,8,1.0,2,29,0
4359600,CLASS,0.0,124,0.0,1,0,0,9,0,0,0,22,21,0.8888888888888888,8,41,0
8911068,CLASS,0.0,98,0.0,0,0,0,2,0,0,0,18,18,1.0,2,45,0
6099482,CLASS,0.0,70,0.0,9,0,0,12,0,0,0,13,4,0.25,12,12,0
4608696,CLASS,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
8501968,CLASS,0.0,35,0.0,0,0,0,1,0,0,1,6,6,1.0,1,30,0
6484821,CLASS,0.0,102,0.0,0,0,0,10,0,0,3,19,19,1.0,9,26,0
8811171,CLASS,0.0,97,0.0,0,0,0,2,0,0,0,19,19,1.0,2,32,0
4159107,CLASS,0.0,18,0.0,0,0,0,1,0,0,1,2,2,1.0,1,4,0
7936623,CLASS,0.0,30,0.0,0,0,0,10,0,0,0,10,10,1.0,5,10,0
4451710,CLASS,0.0,34,0.0,1,0,0,1,0,3,1,1,0,0.0,1,4,4
4240679,CLASS,0.0,34,0.0,0,0,0,1,0,0,0,9,9,1.0,1,16,0
4206321,CLASS,0.0,106,0.0,8,0,0,12,0,0,3,27,19,0.3333333333333333,9,60,0
4509296,CLASS,0.0,17,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,1
9138075,CLASS,0.0,72,0.0,4,0,0,8,0,0,9,11,7,0.5,7,15,0
4815345,CLASS,0.0,453,0.0,0,0,0,18,0,0,2,82,82,1.0,7,302,0
8618083,CLASS,0.0,44,0.0,3,0,0,6,0,0,3,7,4,0.5,6,8,0
5997662,CLASS,0.0,167,0.0,0,0,0,16,0,0,9,23,23,1.0,15,165,0
8598065,CLASS,0.0,26,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0
7251791,CLASS,0.0,100,0.0,1,0,0,5,1,0,5,12,10,0.6,4,21,0
7372240,CLASS,2.028985507246377,345,2.028985507246377,14,7,7,42,0,0,17,65,51,0.6666666666666666,15,139,0
4232843,CLASS,0.0,125,0.0,0,0,0,29,0,0,0,29,29,1.0,29,33,0
8267819,CLASS,0.0,46,0.0,1,0,0,2,0,0,0,7,6,0.5,2,8,0
7157571,CLASS,0.0,57,0.0,1,0,0,7,0,1,0,8,7,0.8571428571428571,7,25,0
6493712,CLASS,0.5882352941176471,170,0.5882352941176471,0,1,1,16,0,0,5,31,31,1.0,4,62,0
6578481,CLASS,0.0,480,0.0,1,0,0,2,0,0,0,131,130,0.5,2,163,0
7790763,CLASS,0.0,92,0.0,11,0,0,17,0,0,2,19,8,0.35294117647058826,16,19,0
6468434,CLASS,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0
8887186,CLASS,0.0,61,0.0,2,0,0,7,0,0,1,10,8,0.7142857142857143,7,7,0
3862557,CLASS,0.0,52,0.0,0,0,0,3,0,0,2,11,11,1.0,3,5,0
4003492,CLASS,0.0,96,0.0,1,0,0,5,1,0,5,16,14,0.6,5,28,0
8886007,CLASS,0.0,26,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,2,4,0
6865229,CLASS,0.0,33,0.0,0,0,0,3,0,0,1,4,4,1.0,2,9,0
7754810,CLASS,0.0,493,0.0,2,0,0,23,2,27,0,88,82,0.8260869565217391,5,202,31
9276314,CLASS,0.24875621890547264,402,0.746268656716418,7,1,3,39,0,0,8,77,70,0.8205128205128205,11,104,0
8601732,CLASS,0.0,31,0.0,0,0,0,11,0,0,0,11,11,1.0,0,12,0
5019534,CLASS,0.0,29,0.0,0,0,0,1,0,0,0,3,3,1.0,1,10,3
8494605,CLASS,0.0,76,0.0,3,0,0,9,0,1,3,13,10,0.6666666666666666,9,20,3
6542357,CLASS,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0
4707700,CLASS,0.0,31,0.0,0,0,0,2,0,0,0,10,10,1.0,2,14,0
9295153,CLASS,9.090909090909092,22,0.0,0,2,0,4,0,0,0,4,4,1.0,0,10,0
5865465,CLASS,0.0,68,0.0,2,0,0,9,0,0,2,10,8,0.7777777777777778,9,17,0
6773071,CLASS,0.0,1645,0.0,94,0,0,231,90,0,92,260,76,0.20346320346320346,230,401,90
3881454,CLASS,0.0,59,0.0,3,0,0,6,0,0,3,13,10,0.5,4,72,0
7792407,CLASS,0.0,35,0.0,0,0,0,3,0,0,0,3,3,1.0,0,19,0
4977435,CLASS,1.4705882352941178,68,0.0,4,1,0,6,0,0,4,10,6,0.3333333333333333,5,11,0
6119974,CLASS,0.0,18,0.0,0,0,0,1,0,0,3,2,2,1.0,1,1,0
8436827,CLASS,0.0,133,0.0,6,0,0,17,3,4,5,27,18,0.47058823529411764,13,64,4
9507808,CLASS,0.0,15,0.0,1,0,0,1,0,0,1,1,0,0.0,1,1,0
7867450,CLASS,0.0,44,0.0,1,0,0,5,0,0,1,6,5,0.8,5,24,0
7944953,CLASS,0.0,183,0.0,0,0,0,14,0,0,4,47,47,1.0,2,63,2
