id,LambdaDensity,LinesOfCodeInClass,MethodReferenceDensity,NumberOfAccessorMethods,NumberOfLambdaExpressionsInClass,NumberOfMethodReferencesPerClass,NumberOfMethods,NumberOfMutatorMethods,NumberOfPublicFields,NumberOfPrivateFields,WeightedMethodsPerClass,WeightedMethodsPerClassWithoutAccessorAndMutatorMethods,WeightOfClass,NumberOfPublicMethods,ResponseForClass,NumberOfAnnotations,MeanAuthorCommits,Severity
844,0.0,85,0.0,3,0,0,9,3,0,7,13,7,0.3333333333333333,8,27,0,57.0,0
845,0.0,34,0.0,0,0,0,6,0,0,2,7,7,1.0,3,8,0,1823.111111111111,0
846,0.0,36,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,596.4074074074074,0
847,0.0,143,0.0,17,0,0,18,0,0,16,22,5,0.0555555555555555,17,42,0,154.16666666666666,2
848,0.0,93,0.0,4,0,0,17,0,0,0,17,13,0.7647058823529411,17,17,0,109.66666666666669,0
849,0.0,2,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1174.5,0
850,0.0,22,0.0,2,0,0,4,2,0,1,4,0,0.0,4,4,0,213.0,3
851,0.0,46,0.0,4,0,0,8,4,0,4,8,0,0.0,8,8,0,136.77777777777777,0
852,0.0,18,0.0,1,0,0,2,0,0,0,2,1,0.5,1,5,0,384.5,0
853,0.0,23,0.0,2,0,0,4,2,0,2,4,0,0.0,4,4,0,2611.6666666666665,1
854,0.0,129,0.0,0,0,0,12,0,7,1,21,21,1.0,10,28,1,1274.8,0
855,0.0,105,0.0,1,0,0,9,1,0,6,13,11,0.7777777777777778,3,39,0,990.5,0
856,0.0,21,0.0,0,0,0,1,0,0,1,1,1,1.0,1,13,0,88.0,0
857,0.0,35,0.0,6,0,0,6,0,0,2,6,0,0.0,6,6,0,582.0,2
858,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,0,2,0,97.0,0
859,0.0,13,0.0,1,0,0,2,1,0,0,2,0,0.0,2,2,1,690.75,2
860,0.0,55,0.0,2,0,0,6,0,0,2,8,6,0.6666666666666666,6,11,0,3829.0,0
861,0.0,27,0.0,0,0,0,2,0,0,0,4,4,1.0,2,3,0,21.5,0
862,0.0,41,0.0,1,0,0,7,0,0,0,7,6,0.8571428571428571,7,17,0,1292.3333333333333,0
863,0.0,29,0.0,0,0,0,1,0,0,0,5,5,1.0,1,3,0,210.0,0
864,0.0,97,0.0,0,0,0,10,0,0,0,36,36,1.0,3,21,0,1.0,0
865,0.0,114,0.0,6,0,0,11,0,0,0,16,10,0.4545454545454545,11,48,0,84.0,0
866,0.0,27,0.0,2,0,0,4,0,1,0,4,2,0.5,2,7,0,1758.0,0
867,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,0,4,0,440.6666666666667,0
868,0.0,31,0.0,0,0,0,2,0,0,0,2,2,1.0,1,43,0,27.5,0
869,0.0,72,0.0,0,0,0,5,0,0,0,5,5,1.0,5,60,0,1039.0,0
870,0.0,62,0.0,6,0,0,10,0,0,1,12,6,0.4,0,21,0,526.0,0
871,0.0,67,0.0,0,0,0,3,0,3,14,3,3,1.0,3,33,0,339.0,0
872,0.0,25,0.0,0,0,0,2,0,0,4,2,2,1.0,2,7,0,174.0,0
873,0.0,63,0.0,0,0,0,3,0,0,2,11,11,1.0,3,18,0,199.25,0
874,0.0,31,0.0,0,0,0,2,0,0,0,4,4,1.0,2,10,0,170.5,0
875,0.0,190,0.0,4,0,0,14,2,0,2,43,37,0.5714285714285714,13,106,2,18.33333333333333,0
876,1.6129032258064515,186,2.6881720430107525,10,3,5,23,0,5,8,27,17,0.5652173913043478,17,98,0,401.7142857142857,0
877,0.0,355,0.0,9,0,0,37,0,0,5,53,44,0.7567567567567568,10,73,0,2700.875,0
878,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,2416.0,0
879,0.0,147,0.0,1,0,0,21,0,0,4,41,40,0.9523809523809524,19,31,0,349.2631578947368,0
880,0.0,10,0.0,0,0,0,1,0,0,0,1,1,1.0,1,2,0,133.66666666666666,0
881,0.0,210,0.0,4,0,0,10,0,0,0,45,41,0.6,10,79,0,3829.0,0
882,0.0,122,0.0,6,0,0,12,0,0,0,17,11,0.5,12,54,0,84.0,0
883,0.0,52,0.0,2,0,0,6,0,0,0,10,8,0.6666666666666666,5,14,0,34.0,0
884,0.0,222,0.0,17,0,0,26,0,0,13,37,20,0.3461538461538461,23,69,0,44.0,1
885,0.0,329,0.0,3,0,0,9,0,8,12,51,47,0.6666666666666666,5,73,0,334.5,1
886,0.0,162,0.0,9,0,0,18,0,1,10,29,20,0.5,18,43,11,455.0416666666667,1
887,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,223.0,1
888,0.0,21,0.0,0,0,0,1,0,0,4,1,1,1.0,1,25,0,80.0,0
889,0.0,78,0.0,2,0,0,9,2,0,2,17,13,0.5555555555555556,3,18,0,280.0,0
890,0.0,39,0.0,1,0,0,2,0,0,0,11,10,0.5,2,24,0,479.7435897435897,0
891,0.0,52,0.0,3,0,0,4,0,1,0,4,1,0.25,4,7,2,1229.9166666666667,0
892,0.0,142,0.0,6,0,0,13,0,0,7,17,10,0.5384615384615384,13,27,0,339.0,1
893,0.0,371,0.0,0,0,0,8,0,0,0,62,62,1.0,0,125,0,1464.0,0
894,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,3836.0,0
895,0.0,308,0.0,28,0,0,58,28,4,28,58,2,0.0344827586206896,58,60,0,6066.25,3
896,0.0,46,0.0,2,0,0,6,1,0,1,6,3,0.5,6,12,0,3829.0,0
897,0.0,30,0.0,0,0,0,1,0,0,0,11,11,1.0,1,1,0,3829.0,0
898,0.0,270,0.3703703703703703,1,0,1,15,0,0,15,48,47,0.9333333333333332,3,83,0,471.0,0
899,0.0,80,0.0,2,0,0,8,0,1,4,11,9,0.75,6,18,0,672.1666666666666,0
900,0.0,33,0.0,1,0,0,4,0,0,2,4,3,0.75,2,8,0,1154.0,0
901,0.0,27,0.0,0,0,0,1,0,0,0,5,5,1.0,1,10,0,736.4,0
902,0.0,66,0.0,2,0,0,6,0,0,0,18,16,0.6666666666666666,5,20,0,1526.071428571429,0
903,0.0,70,0.0,4,0,0,8,1,3,3,9,4,0.375,7,26,0,442.8571428571428,0
904,0.0,17,0.0,0,0,0,7,0,0,0,7,7,1.0,0,7,0,1811.0,0
905,0.0,11,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,2761.5,0
906,0.0,30,0.0,0,0,0,4,0,0,0,7,7,1.0,1,11,0,47.0,0
907,0.0,43,0.0,2,0,0,6,0,0,0,7,5,0.6666666666666666,5,24,0,667.0,0
908,11.11111111111111,72,0.0,0,8,0,8,0,0,0,14,14,1.0,8,57,0,693.0,0
909,0.0,47,2.127659574468085,0,0,1,3,0,0,5,8,8,1.0,1,20,5,399.7272727272728,0
910,0.0,9,0.0,0,0,0,2,0,0,0,2,2,1.0,0,3,0,1718.0,0
911,0.0,55,0.0,0,0,0,2,0,0,0,10,10,1.0,2,20,0,356.07142857142856,0
912,0.0,219,0.0,20,0,0,28,0,2,23,29,9,0.2857142857142857,16,69,0,744.25,0
913,0.0,27,0.0,1,0,0,4,1,0,3,4,2,0.5,4,7,0,45.0,0
914,0.0,36,0.0,0,0,0,5,0,0,0,7,7,1.0,4,12,0,273.0,0
915,0.0,32,0.0,2,0,0,4,2,0,3,4,0,0.0,4,4,0,765.0,1
916,0.0,19,0.0,2,0,0,2,0,0,1,2,0,0.0,2,2,0,800.0,1
917,0.0,30,0.0,1,0,0,1,0,0,0,1,0,0.0,1,1,0,582.1875,1
918,0.0,11,0.0,0,0,0,1,0,0,0,2,2,1.0,1,5,0,177.5,0
919,0.0,40,0.0,1,0,0,5,1,0,2,6,4,0.6,4,10,0,822.0,1
920,0.0,222,0.0,9,0,0,19,0,0,10,53,44,0.5263157894736842,15,111,0,3829.0,0
921,0.0,14,0.0,0,0,0,2,0,0,0,3,3,1.0,2,12,0,114.0,0
922,0.0,81,0.0,7,0,0,10,0,0,1,17,10,0.3,10,22,0,489.4,0
923,0.0,15,0.0,1,0,0,1,0,0,2,1,0,0.0,1,1,0,310.75,0
924,0.0,18,0.0,1,0,0,2,0,0,0,2,1,0.5,1,5,0,384.5,0
925,0.0,18,0.0,0,0,0,8,0,0,0,8,8,1.0,0,8,0,382.5,0
926,0.0,60,0.0,0,0,0,3,0,0,5,6,6,1.0,3,25,2,829.25,0
927,0.0,98,0.0,3,0,0,8,0,3,6,18,15,0.625,8,26,0,1057.5,0
928,0.0,44,0.0,0,0,0,1,0,0,0,10,10,1.0,1,21,0,3829.0,0
929,0.0,192,0.0,1,0,0,17,0,0,12,32,31,0.9411764705882352,13,36,0,1191.25,0
930,0.0,157,0.0,5,0,0,12,3,0,11,19,11,0.3333333333333333,11,60,0,1208.4666666666667,0
931,0.0,74,0.0,6,0,0,9,0,3,0,9,3,0.3333333333333333,9,16,0,1758.0,0
932,1.6666666666666667,240,4.166666666666667,0,4,10,31,3,0,4,50,46,0.9032258064516128,20,156,0,698.6,0
933,0.0,99,0.0,4,0,0,10,0,0,6,19,15,0.6,10,34,0,975.6666666666666,0
934,0.0,54,0.0,1,0,0,5,0,0,1,5,4,0.8,1,5,0,233.0,0
935,0.0,75,0.0,1,0,0,3,0,0,5,11,10,0.6666666666666666,2,52,0,253.5,0
936,0.0,68,0.0,4,0,0,6,0,0,2,15,11,0.3333333333333333,6,20,0,802.6875,0
937,0.0,41,0.0,0,0,0,2,0,0,1,8,8,1.0,1,30,0,300.0,0
938,0.0,86,0.0,4,0,0,11,0,0,5,17,13,0.6363636363636364,9,15,0,558.0,0
939,0.0,118,0.0,0,0,0,8,0,0,7,16,16,1.0,6,63,0,475.5,0
940,0.0,11,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,168.6,0
941,0.0,41,0.0,0,0,0,18,0,0,0,18,18,1.0,0,18,0,152.5,0
942,0.0,65,0.0,2,0,0,7,0,0,1,14,12,0.7142857142857143,7,16,0,610.6666666666666,0
943,0.0,26,0.0,1,0,0,4,0,0,0,4,3,0.75,4,5,0,4113.0,0
944,2.010050251256281,199,0.0,3,4,0,22,1,0,3,27,23,0.8181818181818182,18,88,7,119.6,0
945,0.0,68,0.0,1,0,0,2,0,0,2,10,9,0.5,1,32,0,279.7142857142857,0
946,0.0,33,0.0,0,0,0,2,0,0,2,4,4,1.0,2,18,0,243.5,0
947,0.0,56,0.0,0,0,0,3,0,1,2,5,5,1.0,2,16,0,1028.5,0
948,0.0,141,0.0,0,0,0,18,0,1,0,29,29,1.0,8,42,0,1210.3333333333333,0
949,0.0,28,0.0,1,0,0,2,0,0,2,4,3,0.5,2,8,0,389.0,0
950,4.098360655737705,122,0.0,1,5,0,6,0,0,4,19,18,0.8333333333333334,5,108,0,448.0,0
951,0.0,24,0.0,1,0,0,3,0,0,1,3,2,0.6666666666666666,3,3,0,1938.0,0
952,0.0,12,0.0,0,0,0,1,0,0,0,2,2,1.0,1,7,0,101.0,0
953,0.0,135,0.0,0,0,0,9,0,0,1,32,32,1.0,4,64,0,59.6,0
954,0.0,44,0.0,1,0,0,7,0,0,0,7,6,0.8571428571428571,7,16,2,613.2857142857143,0
955,0.0,25,0.0,0,0,0,3,0,0,1,4,4,1.0,3,10,0,2933.0,0
956,0.0,34,0.0,2,0,0,5,0,0,1,5,3,0.6,5,9,0,66.33333333333333,0
957,3.8461538461538463,26,0.0,0,1,0,2,0,0,1,5,5,1.0,2,11,0,407.0,0
958,0.0,75,0.0,1,0,0,8,0,1,3,14,13,0.875,7,16,0,166.83333333333334,0
959,17.5,40,2.5,1,7,1,6,0,0,0,6,5,0.8333333333333334,6,20,0,456.5,0
960,0.0,9,0.0,0,0,0,1,0,0,0,1,1,1.0,1,7,0,33.0,0
961,0.0,212,0.0,1,0,0,49,0,0,0,49,48,0.979591836734694,46,51,0,641.0,0
962,0.0,115,0.0,5,0,0,14,0,4,14,14,9,0.6428571428571429,14,18,0,178.0,0
963,0.0,109,0.0,0,0,0,13,12,0,12,13,1,0.0769230769230769,13,32,17,844.5,0
964,0.0,59,0.0,1,0,0,4,0,0,3,10,9,0.75,3,18,0,462.25,0
965,0.0,123,0.0,8,0,0,16,0,0,4,29,19,0.5,8,50,0,35.5,0
966,0.0,66,0.0,1,0,0,10,1,0,2,13,10,0.8,5,18,0,1731.0588235294117,0
967,0.0,97,0.0,0,0,0,2,0,0,0,17,17,1.0,2,47,0,1451.3333333333333,0
968,0.0,53,0.0,0,0,0,4,0,0,0,12,12,1.0,1,39,0,230.2,0
969,0.0,288,0.0,0,0,0,143,0,0,0,143,143,1.0,143,143,0,874.5,0
970,0.0,23,0.0,0,0,0,3,0,0,1,4,4,1.0,3,4,0,1415.6666666666667,0
971,0.0,119,0.0,1,0,0,12,1,0,2,26,23,0.8333333333333334,0,34,0,885.6666666666666,0
972,0.0,100,0.0,0,0,0,4,0,0,3,24,24,1.0,4,31,0,453.6666666666667,0
973,0.0,120,0.0,0,0,0,5,0,0,2,21,21,1.0,2,47,0,1219.125,0
974,0.0,245,0.0,0,0,0,14,0,0,8,44,44,1.0,7,178,0,822.0,0
975,0.0,406,0.0,0,0,0,2,0,0,1,2,2,1.0,1,1166,0,600.3333333333334,0
976,0.0,10,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,121.0,0
977,0.0,32,0.0,1,0,0,4,0,0,0,7,6,0.75,4,7,0,13.0,0
978,0.0,15,0.0,0,0,0,1,0,0,1,2,2,1.0,1,3,0,627.25,0
979,0.0,181,0.0,1,0,0,2,0,0,0,2,1,0.5,1,147,0,3829.0,0
980,0.0,395,0.0,22,0,0,47,22,0,24,59,15,0.0638297872340425,46,91,0,168.66666666666666,2
981,0.0,131,0.0,7,0,0,17,0,3,10,20,13,0.5882352941176471,17,28,0,7749.5,0
982,0.0,35,0.0,0,0,0,2,0,0,0,8,8,1.0,2,20,0,243.92156862745097,0
983,0.0,33,0.0,1,0,0,4,0,0,2,4,3,0.75,4,12,1,318.4,0
984,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,119.0,0
985,0.0,121,0.0,0,0,0,7,0,0,4,23,23,1.0,6,40,0,1410.75,0
986,0.0,64,0.0,0,0,0,3,0,2,0,16,16,1.0,1,29,0,1.0,0
987,0.0,71,0.0,0,0,0,7,0,1,0,13,13,1.0,6,14,0,1479.0,0
988,0.0,29,0.0,0,0,0,4,0,0,1,5,5,1.0,4,7,0,168.0,0
989,0.0,18,0.0,0,0,0,8,0,0,0,8,8,1.0,0,8,0,640.25,0
990,0.0,33,0.0,2,0,0,3,0,1,0,4,2,0.3333333333333333,3,22,0,774.3333333333334,0
991,0.0,54,0.0,0,0,0,2,0,0,0,12,12,1.0,0,6,0,2248.0,0
992,0.0,35,0.0,0,0,0,3,0,0,3,4,4,1.0,3,11,0,734.4,0
993,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,6,0,134.13636363636363,0
994,0.8620689655172413,116,0.8620689655172413,1,1,1,12,5,0,9,25,19,0.5,9,34,0,1161.571428571429,0
995,0.0,100,0.0,1,0,0,5,0,1,4,14,13,0.8,1,60,0,2133.333333333333,0
996,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,864.7142857142857,0
997,0.0,19,0.0,0,0,0,1,0,0,1,2,2,1.0,0,2,0,743.25,0
998,0.0,26,0.0,1,0,0,3,1,0,1,3,1,0.3333333333333333,3,4,0,426.5,0
999,0.0,158,0.0,0,0,0,31,0,0,0,36,36,1.0,31,35,0,1530.875,0
1000,0.0,44,0.0,2,0,0,5,2,0,0,7,3,0.2,5,10,0,121.0,0
1001,0.0,72,0.0,4,0,0,9,0,0,3,13,9,0.5555555555555556,9,10,0,48.0,0
1002,0.0,16,0.0,0,0,0,6,0,0,0,6,6,1.0,6,6,0,539.3333333333334,0
1003,0.0,18,0.0,1,0,0,3,0,0,2,3,2,0.6666666666666666,3,6,0,1280.4,0
1004,0.0,68,0.0,3,0,0,7,0,0,2,14,11,0.5714285714285714,7,21,0,1025.6666666666667,0
1005,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,121.0,0
1006,0.0,32,0.0,0,0,0,3,0,0,0,4,4,1.0,1,7,0,349.0,0
1007,0.0,16,0.0,0,0,0,1,0,0,1,1,1,1.0,1,3,0,451.3333333333333,0
1008,0.0,31,0.0,0,0,0,3,0,0,3,4,4,1.0,3,8,0,694.5,0
1009,0.0,69,0.0,1,0,0,2,0,0,8,6,5,0.5,2,27,0,523.125,0
1010,0.0,21,0.0,2,0,0,3,1,0,2,3,0,0.0,3,3,0,384.5,1
1011,0.0,16,0.0,2,0,0,3,0,0,1,3,1,0.3333333333333333,3,6,0,571.0,0
1012,0.0,36,0.0,2,0,0,3,0,0,4,4,2,0.3333333333333333,3,5,0,152.28571428571428,0
1013,0.0,60,0.0,0,0,0,1,0,0,7,6,6,1.0,0,13,0,7267.5,0
1014,0.0,46,0.0,1,0,0,2,0,0,0,7,6,0.5,2,8,0,144.0,0
1015,0.0,93,0.0,0,0,0,3,0,3,1,7,7,1.0,2,58,0,295.0,0
1016,0.0,24,0.0,0,0,0,1,0,0,3,1,1,1.0,1,2,2,223.0,1
1017,0.0,158,0.0,0,0,0,10,0,0,2,26,26,1.0,3,64,0,7.0,0
1018,0.0,19,0.0,0,0,0,1,0,0,1,2,2,1.0,1,9,0,4629.0,0
1019,0.0,148,0.0,0,0,0,12,0,0,3,31,31,1.0,5,58,0,619.0,0
1020,0.0,27,0.0,0,0,0,1,0,0,0,4,4,1.0,1,11,0,101.0,0
1021,1.639344262295082,61,0.0,1,1,0,14,0,0,0,14,13,0.9285714285714286,0,16,0,3829.0,1
1022,1.25,80,1.25,3,1,1,11,0,0,0,15,12,0.7272727272727273,10,65,0,653.25,0
1023,0.0,17,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,248.0,0
1024,0.0,82,0.0,0,0,0,3,0,0,0,8,8,1.0,0,74,0,3605.0,0
1025,0.0,59,0.0,2,0,0,7,0,0,3,11,9,0.7142857142857143,7,14,0,751.4285714285714,0
1026,0.0,68,0.0,0,0,0,7,0,0,0,15,15,1.0,1,23,0,348.6666666666667,0
1027,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,1,4,0,634.5,0
1028,0.0,62,0.0,0,0,0,6,0,0,0,12,12,1.0,6,30,3,963.7142857142856,0
1029,0.0,149,0.0,3,0,0,16,0,0,3,46,43,0.8125,8,39,0,1021.5,0
1030,0.0,1024,0.0,0,0,0,26,0,0,0,270,270,1.0,6,737,0,1423.6,0
1031,0.0,78,0.0,0,0,0,7,0,2,0,18,18,1.0,0,32,0,1632.0,0
1032,0.0,10,0.0,0,0,0,2,0,0,0,2,2,1.0,2,4,0,514.0,0
1033,0.0,57,0.0,2,0,0,6,0,0,1,9,7,0.6666666666666666,6,21,3,537.4,0
1034,0.0,153,0.0,2,0,0,9,0,1,0,32,30,0.7777777777777778,3,84,0,76.75,0
1035,0.0,520,0.0,11,0,0,42,3,4,8,109,95,0.6666666666666666,40,106,0,356.07142857142856,0
1036,0.0,20,0.0,2,0,0,2,0,0,0,2,0,0.0,0,2,0,3829.0,2
1037,0.1275510204081632,784,0.0,1,1,0,58,0,0,5,167,166,0.9827586206896552,46,549,0,368.2,0
1038,0.0,25,0.0,0,0,0,1,0,0,1,5,5,1.0,1,9,0,138.0,0
1039,0.0,29,0.0,1,0,0,4,0,0,0,6,5,0.75,4,6,0,121.0,0
1040,0.0,123,0.0,3,0,0,12,1,0,8,19,15,0.6666666666666666,9,18,0,533.5,0
1041,0.0,13,0.0,0,0,0,1,0,0,1,1,1,1.0,1,2,0,115.83333333333331,0
1042,0.0,1444,0.0,21,0,0,138,18,0,20,292,235,0.717391304347826,127,389,0,468.7142857142857,0
1043,1.7647058823529411,170,0.0,1,3,0,9,0,0,12,12,11,0.8888888888888888,5,143,0,4544.666666666667,0
1044,0.0,64,0.0,0,0,0,4,0,0,1,14,14,1.0,2,26,0,183.66666666666663,0
1045,0.0,91,0.0,6,0,0,7,0,5,6,13,7,0.1428571428571428,7,7,0,918.0,2
1046,0.0,21,0.0,0,0,0,4,0,0,0,4,4,1.0,3,14,0,1597.0,0
1047,0.0,17,0.0,1,0,0,1,0,0,1,1,0,0.0,1,3,0,2392.8,0
1048,0.0,12,0.0,0,0,0,5,0,0,0,5,5,1.0,0,5,0,117.3529411764706,0
1049,0.0,200,0.0,19,0,0,37,18,0,19,37,0,0.0,37,42,6,264.6666666666667,2
1050,0.0,113,0.0,2,0,0,15,0,0,2,21,19,0.8666666666666667,2,40,0,97.5,0
1051,0.0,10,0.0,0,0,0,1,0,0,0,2,2,1.0,1,4,0,34.0,0
1052,0.0,144,0.0,4,0,0,17,0,0,2,24,20,0.7647058823529411,15,55,0,653.0,0
1053,0.0,22,0.0,1,0,0,2,0,0,0,2,1,0.5,0,14,0,308.3333333333333,0
1054,0.0,144,0.0,0,0,0,37,0,34,0,37,37,1.0,36,37,0,5623.833333333333,0
1055,0.0,356,0.0,14,0,0,41,0,0,12,83,69,0.6585365853658537,30,65,1,272.125,0
1056,0.0,144,0.0,4,0,0,8,0,2,9,27,23,0.5,7,43,0,5.666666666666667,0
1057,0.0,351,0.0,0,0,0,19,0,0,7,75,75,1.0,8,194,0,260.5263157894737,0
1058,0.0,18,0.0,0,0,0,1,0,0,1,2,2,1.0,1,2,0,50.5,0
1059,0.0,195,0.0,6,0,0,17,1,0,7,56,49,0.5882352941176471,6,68,4,1359.5,0
1060,0.0,236,0.0,1,0,0,5,0,0,15,56,55,0.8,3,53,0,3829.0,0
1061,0.0,16,0.0,0,0,0,1,0,0,2,1,1,1.0,1,2,0,33.0,0
1062,0.0,20,0.0,1,0,0,2,0,0,0,2,1,0.5,2,4,0,378.6666666666667,0
1063,0.0,260,0.0,9,0,0,24,5,0,1,47,33,0.4166666666666667,24,47,0,338.0,0
1064,0.0,24,0.0,2,0,0,2,0,0,3,2,0,0.0,2,2,0,147.33333333333334,1
1065,0.0,111,0.0,3,0,0,17,0,0,4,18,15,0.8235294117647058,6,24,0,1675.1875,0
1066,0.0,20,0.0,0,0,0,1,0,0,0,4,4,1.0,0,1,0,36.5,0
1067,0.0,239,0.0,1,0,0,15,0,0,8,30,29,0.9333333333333332,13,126,0,1435.6,0
1068,0.0,335,0.0,1,0,0,15,1,0,9,62,60,0.8666666666666667,12,112,0,292.5,0
1069,0.0,129,0.0,6,0,0,13,0,1,8,18,12,0.5384615384615384,13,63,0,234.45454545454547,0
1070,0.0,19,0.0,1,0,0,3,1,0,1,3,1,0.3333333333333333,3,6,0,274.57142857142856,1
1071,0.0,135,0.0,1,0,0,9,2,0,8,27,24,0.6666666666666666,4,53,5,221.25,0
1072,0.0,13,0.0,0,0,0,1,0,0,0,1,1,1.0,1,13,0,81.0,0
1073,0.0,61,0.0,0,0,0,3,0,0,1,9,9,1.0,2,33,0,470.4,0
1074,0.0,12,0.0,0,0,0,1,0,0,0,1,1,1.0,1,1,0,564.6666666666666,0
1075,0.0,8,0.0,0,0,0,1,0,0,0,1,1,1.0,0,2,0,80.0,0
1076,0.0,96,0.0,1,0,0,9,0,0,3,26,25,0.8888888888888888,5,41,0,1002.5,0
1077,0.0,3022,0.0,27,0,0,131,8,1,48,561,520,0.732824427480916,105,1045,0,157.5,0
1078,0.0,14,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,27.75,0
1079,0.0,131,0.0,1,0,0,7,1,0,2,21,17,0.7142857142857143,4,24,0,778.9166666666666,0
1080,0.0,46,0.0,0,0,0,5,0,0,2,8,8,1.0,3,17,0,441.4285714285714,0
1081,0.3584229390681003,558,0.0,4,2,0,31,0,1,12,126,122,0.8709677419354839,19,156,1,1087.928571428571,0
1082,2.727272727272727,110,0.0,0,3,0,6,0,1,0,17,17,1.0,2,65,0,200.0,0
1083,0.0,32,0.0,3,0,0,6,3,0,3,6,0,0.0,6,6,0,22.0,0
1084,0.0,35,0.0,0,0,0,2,0,0,0,8,8,1.0,2,29,0,581.3636363636364,0
1085,0.0,124,0.0,1,0,0,9,0,0,0,22,21,0.8888888888888888,8,41,0,636.875,0
1086,0.0,98,0.0,0,0,0,2,0,0,0,18,18,1.0,2,45,0,210.8823529411765,0
1087,0.0,70,0.0,9,0,0,12,0,0,0,13,4,0.25,12,12,0,1.0,0
1088,0.0,14,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1260.4666666666667,0
1089,0.0,35,0.0,0,0,0,1,0,0,1,6,6,1.0,1,30,0,151.0,0
1090,0.0,102,0.0,0,0,0,10,0,0,3,19,19,1.0,9,26,0,1709.0,0
1091,0.0,97,0.0,0,0,0,2,0,0,0,19,19,1.0,2,32,0,356.07142857142856,0
1092,0.0,18,0.0,0,0,0,1,0,0,1,2,2,1.0,1,4,0,205.0,0
1093,0.0,30,0.0,0,0,0,10,0,0,0,10,10,1.0,5,10,0,1033.0,0
1094,0.0,34,0.0,1,0,0,1,0,3,1,1,0,0.0,1,4,4,139.5,2
1095,0.0,34,0.0,0,0,0,1,0,0,0,9,9,1.0,1,16,0,110.5,0
1096,0.0,106,0.0,8,0,0,12,0,0,3,27,19,0.3333333333333333,9,60,0,613.8214285714286,0
1097,0.0,17,0.0,1,0,0,2,0,0,0,2,1,0.5,2,3,1,960.1666666666666,0
1098,0.0,72,0.0,4,0,0,8,0,0,9,11,7,0.5,7,15,0,972.5,0
1099,0.0,453,0.0,0,0,0,18,0,0,2,82,82,1.0,7,302,0,112.57142857142856,0
1100,0.0,44,0.0,3,0,0,6,0,0,3,7,4,0.5,6,8,0,1402.5,0
1101,0.0,167,0.0,0,0,0,16,0,0,9,23,23,1.0,15,165,0,76.5,0
1102,0.0,26,0.0,0,0,0,2,0,0,0,5,5,1.0,2,9,0,1526.071428571429,0
1103,0.0,100,0.0,1,0,0,5,1,0,5,12,10,0.6,4,21,0,710.0,0
1104,2.028985507246377,345,2.028985507246377,14,7,7,42,0,0,17,65,51,0.6666666666666666,15,139,0,3641.5,0
1105,0.0,125,0.0,0,0,0,29,0,0,0,29,29,1.0,29,33,0,201.0,0
1106,0.0,46,0.0,1,0,0,2,0,0,0,7,6,0.5,2,8,0,80.0,0
1107,0.0,57,0.0,1,0,0,7,0,1,0,8,7,0.8571428571428571,7,25,0,6.0,0
1108,0.5882352941176471,170,0.5882352941176471,0,1,1,16,0,0,5,31,31,1.0,4,62,0,170.0,0
1109,0.0,480,0.0,1,0,0,2,0,0,0,131,130,0.5,2,163,0,99.0,0
1110,0.0,92,0.0,11,0,0,17,0,0,2,19,8,0.3529411764705882,16,19,0,2731.0,0
1111,0.0,11,0.0,0,0,0,1,0,0,0,1,1,1.0,1,3,0,1114.25,0
1112,0.0,61,0.0,2,0,0,7,0,0,1,10,8,0.7142857142857143,7,7,0,225.8571428571429,0
1113,0.0,52,0.0,0,0,0,3,0,0,2,11,11,1.0,3,5,0,417.5,0
1114,0.0,96,0.0,1,0,0,5,1,0,5,16,14,0.6,5,28,0,1597.0,0
1115,0.0,26,0.0,2,0,0,3,0,0,0,4,2,0.3333333333333333,2,4,0,243.92156862745097,0
1116,0.0,33,0.0,0,0,0,3,0,0,1,4,4,1.0,2,9,0,33.0,0
1117,0.0,493,0.0,2,0,0,23,2,27,0,88,82,0.8260869565217391,5,202,31,603.3125,0
1118,0.2487562189054726,402,0.746268656716418,7,1,3,39,0,0,8,77,70,0.8205128205128205,11,104,0,3829.0,0
1119,0.0,31,0.0,0,0,0,11,0,0,0,11,11,1.0,0,12,0,1159.0,0
1120,0.0,29,0.0,0,0,0,1,0,0,0,3,3,1.0,1,10,3,1823.5,0
